resource_utilization_id,date,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,resource_condition,maintenance_due_flag,last_maintenance_date
R004747,2024-12-30,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.3,97.7,0.0,1.0,1.0,0.0,3.5,Fair,No,
R004748,2024-12-30,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,16.9,102.6,0.5,,,0.0,3.0,Fair,No,2024-09-11
R004749,2024-12-30,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.8,69.6,0.0,1.0,1.0,0.8,2.5,,No,
R004750,2024-12-31,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.6,97.4,0.0,2.0,1.0,0.0,9.4,Good,No,
R004751,2024-12-31,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,20.0,99.3,0.73,,,0.0,9.6,Good,No,2024-10-23
R004752,2024-12-31,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,23.7,48.9,0.0,2.0,1.0,0.7,3.6,,No,
R004753,2025-01-01,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.9,97.1,0.0,1.0,1.0,0.0,4.6,Good,No,
R004754,2025-01-01,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,19.1,100.2,0.75,,,0.0,12.7,Fair,No,2024-12-26
R004755,2025-01-01,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,15.6,73.2,0.0,1.0,1.0,0.3,6.2,,No,
R004756,2025-01-02,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,21.6,98.4,0.0,1.0,1.0,0.0,3.2,Good,No,
R004757,2025-01-02,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,22.6,97.0,0.43,,,0.0,7.9,Good,No,2024-12-25
R004758,2025-01-02,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,15.6,73.2,0.0,1.0,1.0,0.8,3.7,,No,
R004759,2025-01-03,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.1,97.9,0.0,1.0,1.0,0.0,3.0,Good,No,
R004760,2025-01-03,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,18.5,100.0,1.45,,,0.0,14.2,Good,No,2024-11-01
R004761,2025-01-03,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.3,71.1,0.0,1.0,1.0,0.3,7.4,,No,
R004762,2025-01-04,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.3,96.7,0.0,1.0,1.0,0.0,4.3,Good,No,
R004763,2025-01-04,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,18.9,99.9,1.2,,,0.0,10.0,Good,No,2024-12-27
R004764,2025-01-04,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.3,71.1,0.0,1.0,1.0,0.2,2.5,,No,
R004765,2025-01-05,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.1,96.9,0.0,2.0,1.0,0.0,7.2,Good,No,
R004766,2025-01-05,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,22.0,96.8,1.19,,,0.0,4.4,Good,No,2024-11-26
R004767,2025-01-05,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,23.7,48.9,0.0,2.0,1.0,0.5,3.0,,No,
R004768,2025-01-06,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.3,96.7,0.0,1.0,1.0,0.0,3.6,Good,No,
R004769,2025-01-06,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,22.5,96.2,1.35,,,0.0,7.8,Fair,No,2024-09-30
R004770,2025-01-06,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,15.1,74.7,0.0,1.0,1.0,0.2,7.3,,No,
R004771,2025-01-07,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.8,97.2,0.0,2.0,1.0,0.0,,Good,No,
R004772,2025-01-07,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,22.5,96.4,1.07,,,0.0,10.1,Fair,No,2024-09-11
R004773,2025-01-07,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,23.6,49.2,0.0,2.0,1.0,0.0,2.7,,No,
R004774,2025-04-26,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.0,97.0,0.0,1.0,1.0,0.0,5.5,Good,No,
R004775,2025-04-26,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,20.1,98.6,1.34,,,0.0,8.0,Good,No,2025-03-31
R004776,2025-04-26,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.7,69.9,0.0,1.0,1.0,1.1,7.8,,No,
R004777,2025-04-27,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.2,97.8,0.0,2.0,1.0,0.0,3.5,Good,No,
R004778,2025-04-27,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,20.2,99.5,0.29,,,0.0,12.8,Fair,No,2025-02-11
R004779,2025-04-27,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,23.9,48.3,0.0,2.0,1.0,0.5,6.4,,No,
R004780,2025-04-28,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.7,96.3,0.0,2.0,1.0,0.0,9.2,Good,No,
R004781,2025-04-28,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,17.4,102.1,0.51,,,0.0,13.5,Needs Attention,No,2025-02-15
R004782,2025-04-28,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,24.6,46.2,0.0,2.0,1.0,1.9,2.1,,No,
R004783,2025-04-29,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.6,96.4,0.0,1.0,1.0,0.0,9.2,Needs Attention,No,
R004784,2025-04-29,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,19.5,99.5,0.96,,,0.0,14.9,Fair,No,2025-02-16
R004785,2025-04-29,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.6,70.2,0.0,1.0,1.0,0.7,4.2,,No,
R004786,2025-04-30,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.2,96.8,0.0,2.0,1.0,0.0,7.1,Good,No,
R004787,2025-04-30,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,19.4,99.9,0.74,,,0.0,5.7,Good,No,2025-02-10
R004788,2025-04-30,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,24.3,47.1,0.0,2.0,1.0,1.7,4.1,,No,
R004789,2025-05-01,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.9,97.1,0.0,1.0,1.0,0.0,4.9,Good,No,
R004790,2025-05-01,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,20.3,98.8,0.86,,,0.0,7.1,Good,No,2025-02-18
R004791,2025-05-01,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.4,70.8,0.0,1.0,1.0,0.7,6.3,,No,
R004792,2025-05-02,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,22.3,97.7,0.0,2.0,1.0,0.0,9.0,Good,No,
R004793,2025-05-02,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,1,20.0,No,120,16.8,101.5,1.67,,,0.0,5.9,Good,Yes,2025-04-20
R004794,2025-05-02,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,3,0,60.0,No,120,24.8,45.6,0.0,2.0,1.0,0.2,2.3,,No,
R004795,2025-05-03,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.4,96.6,0.0,1.0,1.0,0.0,3.4,Good,No,
R004796,2025-05-03,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,0,20.0,No,120,22.5,96.1,1.37,,,0.0,14.6,Good,No,2025-01-25
R004797,2025-05-03,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,15.8,72.6,0.0,1.0,1.0,0.1,3.6,,No,
R004798,2025-05-04,H002,CityCare Medical Center,D007,Oncology,Bed,Inpatient Beds,5,1,0,20.0,No,120,23.2,96.8,0.0,1.0,1.0,0.0,5.7,Good,No,
R004799,2025-05-04,H002,CityCare Medical Center,D007,Oncology,Equipment,Oncology Infusion Equipment,5,1,1,20.0,No,120,21.5,96.8,1.71,,,0.0,11.8,Good,Yes,2025-02-03
R004800,2025-05-04,H002,CityCare Medical Center,D007,Oncology,Clinical Staff,Nursing & Physician Staff,5,2,0,40.0,No,120,16.9,69.3,0.0,1.0,1.0,1.3,7.1,,No,
R004801,2020-02-07,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,0,0,0.0,No,144,0.0,144.0,0.0,1.0,1.0,0.0,8.1,Fair,No,
R004802,2020-02-07,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,0,0,0.0,No,120,0.0,119.5,0.52,,,0.0,10.4,Good,No,2020-01-31
R004803,2020-02-07,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.9,96.3,0.0,1.0,1.0,1.4,2.2,,No,
R004804,2020-02-08,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.1,121.9,0.0,1.0,1.0,0.0,6.2,Good,No,
R004805,2020-02-08,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,1,20.0,No,120,17.1,101.4,1.55,,,0.0,10.0,Good,Yes,2019-10-16
R004806,2020-02-08,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.9,96.3,0.0,1.0,1.0,0.8,7.2,,No,
R004807,2020-02-09,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.3,121.7,0.0,1.0,1.0,0.0,3.1,Good,No,
R004808,2020-02-09,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,1,20.0,No,120,20.1,98.4,1.53,,,0.0,8.3,Good,Yes,2019-11-28
R004809,2020-02-09,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.8,93.6,0.0,1.0,1.0,0.7,7.1,,No,
R004810,2020-02-10,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,24.0,120.0,0.0,1.0,1.0,0.0,7.9,Good,No,
R004811,2020-02-10,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,18.9,100.1,1.01,,,0.0,13.0,Good,No,2019-11-25
R004812,2020-02-10,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.1,95.7,0.0,1.0,1.0,0.0,6.1,,No,
R004813,2020-02-11,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.5,120.5,0.0,1.0,1.0,0.0,7.5,Fair,No,
R004814,2020-02-11,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,18.5,100.6,0.93,,,0.0,12.4,Good,No,2019-11-26
R004815,2020-02-11,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.6,94.2,0.0,1.0,1.0,0.0,4.5,,No,
R004816,2020-02-12,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.3,121.7,0.0,2.0,1.0,0.0,7.1,Good,No,
R004817,2020-02-12,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,22.0,97.4,0.63,,,0.0,8.1,Fair,No,2019-11-21
R004818,2020-02-12,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,22.8,75.6,0.0,2.0,1.0,0.4,4.3,,No,
R004819,2020-08-03,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.6,121.4,0.0,1.0,1.0,0.0,6.5,Good,No,
R004820,2020-08-03,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,19.3,99.3,1.4,,,0.0,8.0,Good,No,2020-05-25
R004821,2020-08-03,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.6,94.2,0.0,1.0,1.0,0.4,4.6,,No,
R004822,2020-08-04,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.7,121.3,0.0,1.0,1.0,0.0,9.0,Good,No,
R004823,2020-08-04,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,20.5,98.5,0.98,,,0.0,5.6,Good,No,2020-07-17
R004824,2020-08-04,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.1,98.7,0.0,1.0,1.0,0.0,7.5,,No,
R004825,2020-08-05,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.8,120.2,0.0,2.0,1.0,0.0,,Good,No,
R004826,2020-08-05,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,20.9,98.9,0.19,,,0.0,6.4,Fair,No,2020-07-31
R004827,2020-08-05,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.9,69.3,0.0,2.0,1.0,1.4,7.0,,No,
R004828,2020-08-06,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.2,121.8,0.0,1.0,1.0,0.0,9.9,Good,No,
R004829,2020-08-06,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,21.5,98.0,0.52,,,0.0,3.5,Good,No,2020-06-14
R004830,2020-08-06,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.4,97.8,0.0,1.0,1.0,0.0,4.0,,No,
R004831,2020-08-07,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,21.7,122.3,0.0,2.0,1.0,0.0,3.9,Good,No,
R004832,2020-08-07,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,19.7,98.9,1.38,,,0.0,8.0,Good,No,2020-07-08
R004833,2020-08-07,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,23.7,72.9,0.0,2.0,1.0,1.1,5.0,,No,
R004834,2020-08-08,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.2,121.8,0.0,2.0,1.0,0.0,8.3,Good,No,
R004835,2020-08-08,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,17.1,102.0,0.86,,,0.0,6.9,Good,No,2020-07-02
R004836,2020-08-08,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.1,71.7,0.0,2.0,1.0,0.6,6.6,,No,
R004837,2020-11-19,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.9,121.1,0.0,1.0,1.0,0.0,7.2,Good,No,
R004838,2020-11-19,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,20.9,98.0,1.13,,,0.0,6.3,Good,No,2020-09-14
R004839,2020-11-19,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.8,96.6,0.0,1.0,1.0,1.5,3.6,,No,
R004840,2020-11-20,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.9,121.1,0.0,1.0,1.0,0.0,6.2,Fair,No,
R004841,2020-11-20,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,22.0,98.0,0.0,,,0.0,9.8,Good,No,2020-11-11
R004842,2020-11-20,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.8,96.6,0.0,1.0,1.0,0.0,6.9,,No,
R004843,2020-11-21,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,21.7,122.3,0.0,1.0,1.0,0.0,5.1,Fair,No,
R004844,2020-11-21,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,19.3,99.8,0.91,,,0.0,4.6,Good,No,2020-08-26
R004845,2020-11-21,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.7,93.9,0.0,1.0,1.0,0.5,2.4,,No,
R004846,2020-11-22,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,21.8,122.2,0.0,1.0,1.0,0.0,4.8,Fair,No,
R004847,2020-11-22,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,19.5,100.0,0.5,,,0.0,7.1,Fair,No,2020-08-17
R004848,2020-11-22,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.2,98.4,0.0,1.0,1.0,0.8,8.0,,No,
R004849,2020-11-23,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.1,120.9,0.0,1.0,1.0,0.0,9.1,Fair,No,
R004850,2020-11-23,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,17.0,102.2,0.79,,,0.0,9.9,Good,No,2020-09-22
R004851,2020-11-23,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.1,95.7,0.0,1.0,1.0,1.2,3.6,,No,
R004852,2021-05-30,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.5,121.5,0.0,2.0,1.0,0.0,5.6,Good,No,
R004853,2021-05-30,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,18.0,101.8,0.22,,,0.0,5.9,Good,No,2021-03-23
R004854,2021-05-30,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,23.7,72.9,0.0,2.0,1.0,0.0,7.5,,No,
R004855,2021-05-31,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.6,121.4,0.0,2.0,1.0,0.0,6.1,Good,No,
R004856,2021-05-31,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,1,20.0,No,120,17.5,100.9,1.57,,,0.0,10.7,Needs Attention,Yes,2021-03-07
R004857,2021-05-31,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,24.6,70.2,0.0,2.0,1.0,0.0,2.2,,No,
R004858,2021-06-01,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.1,120.9,0.0,1.0,1.0,0.0,7.3,Good,No,
R004859,2021-06-01,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,21.7,97.3,0.99,,,0.0,6.6,Good,No,2021-02-26
R004860,2021-06-01,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.4,94.8,0.0,1.0,1.0,0.0,4.4,,No,
R004861,2021-06-02,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,21.8,122.2,0.0,1.0,1.0,0.0,7.2,Fair,No,
R004862,2021-06-02,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,18.1,100.7,1.19,,,0.0,12.8,Good,No,2021-05-08
R004863,2021-06-02,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.2,95.4,0.0,1.0,1.0,2.7,5.6,,No,
R004864,2023-03-02,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.9,120.1,0.0,1.0,1.0,0.0,4.6,Good,No,
R004865,2023-03-02,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,20.7,98.7,0.58,,,0.0,3.1,Good,No,2022-12-14
R004866,2023-03-02,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.3,95.1,0.0,1.0,1.0,0.0,5.0,,No,
R004867,2023-03-03,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,21.8,122.2,0.0,1.0,1.0,0.0,6.8,Good,No,
R004868,2023-03-03,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,22.6,96.7,0.7,,,0.0,11.4,Fair,No,2022-12-30
R004869,2023-03-03,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.8,96.6,0.0,1.0,1.0,0.0,3.7,,No,
R004870,2023-03-04,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.4,120.6,0.0,2.0,1.0,0.0,7.9,Fair,No,
R004871,2023-03-04,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,19.1,100.7,0.23,,,0.0,4.9,Good,No,2023-02-21
R004872,2023-03-04,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,22.5,76.5,0.0,2.0,1.0,2.6,7.5,,No,
R004873,2023-03-05,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.2,120.8,0.0,1.0,1.0,0.0,7.8,Good,No,
R004874,2023-03-05,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,22.7,96.6,0.67,,,0.0,7.6,Good,No,2023-01-09
R004875,2023-03-05,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.2,98.4,0.0,1.0,1.0,0.0,6.0,,No,
R004876,2023-03-06,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.9,120.1,0.0,1.0,1.0,0.0,4.8,Good,No,
R004877,2023-03-06,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,19.1,100.2,0.66,,,0.0,11.4,Good,No,2023-02-24
R004878,2023-03-06,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.7,93.9,0.0,1.0,1.0,0.9,3.1,,No,
R004879,2023-03-07,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.5,121.5,0.0,1.0,1.0,0.0,7.4,Good,No,
R004880,2023-03-07,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,21.9,97.4,0.71,,,0.0,9.3,Good,No,2023-02-11
R004881,2023-03-07,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,15.1,98.7,0.0,1.0,1.0,1.0,3.0,,No,
R004882,2023-03-08,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,23.4,120.6,0.0,2.0,1.0,0.0,8.1,Good,No,
R004883,2023-03-08,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,17.9,101.8,0.25,,,0.0,11.4,Good,No,2023-03-02
R004884,2023-03-08,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,3,0,50.0,No,144,23.5,73.5,0.0,2.0,1.0,0.4,6.1,,No,
R004885,2023-03-09,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.7,121.3,0.0,1.0,1.0,0.0,3.6,Good,No,
R004886,2023-03-09,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,18.8,100.4,0.82,,,0.0,13.7,Good,No,2023-02-14
R004887,2023-03-09,H002,CityCare Medical Center,D008,General Surgery,Clinical Staff,Nursing & Physician Staff,6,2,0,33.3,No,144,16.0,96.0,0.0,1.0,1.0,1.2,6.0,,No,
R004888,2023-03-10,H002,CityCare Medical Center,D008,General Surgery,Bed,Inpatient Beds,6,1,0,16.7,No,144,22.4,121.6,0.0,1.0,1.0,0.0,8.0,Good,No,
R004889,2023-03-10,H002,CityCare Medical Center,D008,General Surgery,Equipment,Surgical Equipment,5,1,0,20.0,No,120,21.5,98.0,0.48,,,0.0,2.1,Fair,No,2023-02-07
