resource_utilization_id,date,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,resource_condition,maintenance_due_flag,last_maintenance_date
R0419,2026-04-21,H002,Green Valley Medical Center,D05,icu,Equipment,Infusion Pump,17,7,3,41.18,0,24,9.88,14.12,1.84,11,5,2.17,11.34,Needs Maintenance,1,2026-01-01
R0420,2026-04-26,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Doctors,22,19,0,86.36,0,12,10.36,1.64,0.82,9,2,0.9,7.31,Good,0,2025-12-29
R0421,2026-05-01,H001,CityCare General Hospital,D01,emergency department,Bed,General Bed,49,40,3,81.63,0,24,19.59,4.41,1.41,9,2,1.91,21.01,Needs Maintenance,1,2026-04-15
R0422,2026-05-06,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Patient Monitor,7,7,0,100.0,1,24,24.0,0.0,4.47,10,4,0.03,21.3,Good,1,2026-02-13
R0423,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Nursing Staff,14,7,0,50.0,0,12,6.0,6.0,1.51,4,4,2.85,17.72,Fair,0,2026-04-19
R0424,2026-05-16,H001,CityCare General Hospital,D02,general medicine,Bed,ICU Bed,41,33,3,80.49,0,24,19.32,4.68,4.9,8,1,1.89,23.47,Good,0,2026-04-19
R0425,2026-05-21,H002,Green Valley Medical Center,D07,general surgery,Equipment,Ventilator,27,22,2,81.48,0,24,19.56,4.44,4.05,4,1,0.36,19.64,Good,0,2026-04-04
R0426,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Doctors,16,9,0,56.25,0,12,6.75,5.25,1.32,8,5,2.83,21.55,Good,0,2026-05-15
R0427,2026-05-31,H001,CityCare General Hospital,D03,cardiology,Bed,Private Bed,27,14,1,51.85,0,24,12.44,11.56,4.51,11,3,2.13,7.57,Good,0,2026-02-14
R0428,2026-06-05,H002,Green Valley Medical Center,D01,emergency department,Equipment,X-Ray Unit,27,20,0,74.07,0,24,17.78,6.22,2.93,14,5,2.11,18.92,Good,0,2026-02-10
R0429,2026-06-10,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Nursing Staff,16,13,2,81.25,0,12,9.75,2.25,0.63,3,2,3.35,9.82,Good,0,2026-04-13
R0430,2026-06-15,H001,CityCare General Hospital,D04,orthopedics,Bed,Semi-Private Bed,18,8,2,44.44,0,24,10.67,13.33,3.49,7,2,3.67,20.57,Fair,0,2026-05-05
R0431,2026-06-20,H002,Green Valley Medical Center,D02,general medicine,Equipment,Infusion Pump,16,15,0,93.75,1,24,22.5,1.5,4.67,12,5,0.86,6.26,Good,0,2026-05-16
R0432,2026-06-25,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Doctors,28,15,1,53.57,0,12,6.43,5.57,1.34,8,5,2.05,16.5,Good,0,2026-04-16
R0433,2026-01-01,H001,CityCare General Hospital,D05,icu,Bed,General Bed,21,18,1,85.71,0,24,20.57,3.43,2.4,10,3,4.01,8.36,Good,0,2025-12-21
R0434,2026-01-06,H002,Green Valley Medical Center,D03,cardiology,Equipment,Patient Monitor,11,6,4,54.55,0,24,13.09,10.91,0.05,13,1,1.95,16.93,Good,0,2025-10-07
R0435,2026-01-11,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Nursing Staff,11,9,0,81.82,0,12,9.82,2.18,1.43,11,3,2.67,8.85,Fair,0,2025-09-20
R0436,2026-01-16,H001,CityCare General Hospital,D06,pediatrics,Bed,ICU Bed,11,9,0,81.82,0,24,19.64,4.36,0.03,12,4,4.12,5.07,Fair,0,2025-10-16
R0437,2026-01-21,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Ventilator,24,11,1,45.83,0,24,11.0,13.0,0.21,8,4,2.6,15.96,Fair,0,2025-11-19
R0438,2026-01-26,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Doctors,8,7,0,87.5,0,12,10.5,1.5,0.14,12,2,3.56,17.37,Good,0,2025-10-26
R0439,2026-01-31,H001,CityCare General Hospital,D07,general surgery,Bed,Private Bed,32,14,4,43.75,0,24,10.5,13.5,4.59,13,2,1.04,21.91,Good,0,2025-11-11
R0440,2026-02-05,H002,Green Valley Medical Center,D05,icu,Equipment,X-Ray Unit,14,7,0,50.0,0,24,12.0,12.0,1.86,13,3,2.67,11.51,Fair,1,2025-10-28
R0441,2026-02-10,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Nursing Staff,17,13,1,76.47,0,12,9.18,2.82,1.7,4,5,3.41,23.85,Good,0,2026-01-27
R0442,2026-02-15,H001,CityCare General Hospital,D01,emergency department,Bed,Semi-Private Bed,18,11,3,61.11,0,24,14.67,9.33,2.13,12,2,1.73,14.13,Good,0,2025-12-07
R0443,2026-02-20,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Infusion Pump,15,7,0,46.67,0,24,11.2,12.8,4.42,7,1,2.04,7.01,Good,0,2025-12-11
R0444,2026-02-25,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Doctors,24,11,0,45.83,0,12,5.5,6.5,0.85,4,4,0.53,24.48,Needs Maintenance,1,2025-11-18
R0445,2026-03-02,H001,CityCare General Hospital,D02,general medicine,Bed,General Bed,49,44,2,89.8,0,24,21.55,2.45,3.66,3,5,3.24,19.71,Fair,0,2025-11-21
R0446,2026-03-07,H002,Green Valley Medical Center,D07,general surgery,Equipment,Patient Monitor,28,21,2,75.0,0,24,18.0,6.0,0.05,12,4,4.17,6.25,Good,0,2026-01-12
R0447,2026-03-12,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Nursing Staff,30,11,1,36.67,0,12,4.4,7.6,1.97,7,2,1.2,22.54,Fair,0,2026-02-26
R0448,2026-03-17,H001,CityCare General Hospital,D03,cardiology,Bed,ICU Bed,16,14,2,87.5,0,24,21.0,3.0,1.02,6,1,3.9,16.46,Good,0,2026-02-11
R0449,2026-03-22,H002,Green Valley Medical Center,D01,emergency department,Equipment,Ventilator,13,12,1,92.31,1,24,22.15,1.85,2.6,12,1,2.7,15.62,Good,0,2026-02-16
R0450,2026-03-27,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Doctors,14,7,1,50.0,0,12,6.0,6.0,0.52,11,2,1.35,13.05,Fair,0,2025-12-08
R0451,2026-04-01,H001,CityCare General Hospital,D04,orthopedics,Bed,Private Bed,39,24,4,61.54,0,24,14.77,9.23,4.45,12,5,0.29,12.12,Good,0,2025-12-15
R0452,2026-04-06,H002,Green Valley Medical Center,D02,general medicine,Equipment,X-Ray Unit,21,8,2,38.1,0,24,9.14,14.86,2.36,9,2,0.81,5.25,Good,0,2025-12-14
R0453,2026-04-11,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Nursing Staff,24,16,3,66.67,0,12,8.0,4.0,1.64,13,3,3.0,10.4,Good,0,2026-01-25
R0454,2026-04-16,H001,CityCare General Hospital,D05,icu,Bed,Semi-Private Bed,15,13,1,86.67,0,24,20.8,3.2,4.63,3,3,0.77,6.69,Needs Maintenance,1,2025-12-28
R0455,2026-04-21,H002,Green Valley Medical Center,D03,cardiology,Equipment,Infusion Pump,10,7,1,70.0,0,24,16.8,7.2,1.39,12,3,0.58,13.16,Good,0,2026-01-07
R0456,2026-04-26,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Doctors,30,16,4,53.33,0,12,6.4,5.6,0.63,14,5,0.47,15.88,Fair,0,2026-04-07
R0457,2026-05-01,H001,CityCare General Hospital,D06,pediatrics,Bed,General Bed,32,24,1,75.0,0,24,18.0,6.0,3.29,9,4,3.25,12.82,Good,0,2026-02-15
R0458,2026-05-06,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Patient Monitor,8,7,0,87.5,0,24,21.0,3.0,0.51,14,3,1.61,16.13,Good,0,2026-03-10
R0459,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Nursing Staff,22,15,1,68.18,0,12,8.18,3.82,1.42,4,1,3.42,21.28,Good,0,2026-04-21
R0460,2026-05-16,H001,CityCare General Hospital,D07,general surgery,Bed,ICU Bed,29,16,3,55.17,0,24,13.24,10.76,4.02,13,5,2.98,15.94,Good,0,2026-04-01
R0461,2026-05-21,H002,Green Valley Medical Center,D05,icu,Equipment,Ventilator,10,7,1,70.0,0,24,16.8,7.2,3.03,6,1,4.87,11.36,Good,0,2026-04-19
R0462,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Doctors,25,10,4,40.0,0,12,4.8,7.2,0.27,3,4,4.4,14.03,Good,0,2026-02-17
R0463,2026-05-31,H001,CityCare General Hospital,D01,emergency department,Bed,Private Bed,43,32,4,74.42,0,24,17.86,6.14,0.56,12,1,2.12,23.23,Good,0,2026-05-13
R0464,2026-06-05,H002,Green Valley Medical Center,D06,pediatrics,Equipment,X-Ray Unit,28,10,3,35.71,0,24,8.57,15.43,4.72,6,4,1.02,21.33,Good,0,2026-05-08
R0465,2026-06-10,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Nursing Staff,13,12,0,92.31,1,12,11.08,0.92,1.28,8,4,1.15,3.13,Good,0,2026-05-26
R0466,2026-06-15,H001,CityCare General Hospital,D02,general medicine,Bed,Semi-Private Bed,27,19,0,70.37,0,24,16.89,7.11,1.37,13,2,1.66,10.77,Good,0,2026-03-23
R0467,2026-06-20,H002,Green Valley Medical Center,D07,general surgery,Equipment,Infusion Pump,21,10,0,47.62,0,24,11.43,12.57,0.92,5,5,3.59,17.77,Fair,1,2026-05-20
R0468,2026-06-25,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Doctors,24,16,1,66.67,0,12,8.0,4.0,1.16,8,4,4.88,24.01,Fair,0,2026-04-21
R0469,2026-01-01,H001,CityCare General Hospital,D03,cardiology,Bed,General Bed,28,21,1,75.0,0,24,18.0,6.0,1.51,14,2,4.58,3.92,Good,0,2025-12-20
R0470,2026-01-06,H002,Green Valley Medical Center,D01,emergency department,Equipment,Patient Monitor,11,10,0,90.91,1,24,21.82,2.18,1.36,14,5,1.49,6.3,Good,0,2025-09-15
R0471,2026-01-11,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Nursing Staff,27,16,1,59.26,0,12,7.11,4.89,1.29,9,1,0.23,3.85,Good,0,2025-12-28
R0472,2026-01-16,H001,CityCare General Hospital,D04,orthopedics,Bed,ICU Bed,35,28,1,80.0,0,24,19.2,4.8,1.36,6,2,0.78,10.23,Needs Maintenance,1,2025-10-22
R0473,2026-01-21,H002,Green Valley Medical Center,D02,general medicine,Equipment,Ventilator,14,5,1,35.71,0,24,8.57,15.43,1.55,6,1,2.46,19.04,Good,0,2025-10-28
R0474,2026-01-26,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Doctors,14,7,0,50.0,0,12,6.0,6.0,0.17,5,1,0.42,13.32,Good,0,2026-01-04
R0475,2026-01-31,H001,CityCare General Hospital,D05,icu,Bed,Private Bed,39,15,2,38.46,0,24,9.23,14.77,1.07,14,4,0.87,4.49,Good,0,2025-12-20
R0476,2026-02-05,H002,Green Valley Medical Center,D03,cardiology,Equipment,X-Ray Unit,28,25,1,89.29,0,24,21.43,2.57,2.92,6,1,4.17,5.87,Good,0,2025-12-27
R0477,2026-02-10,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Nursing Staff,8,6,0,75.0,0,12,9.0,3.0,1.6,7,1,3.06,11.9,Good,1,2025-12-18
R0478,2026-02-15,H001,CityCare General Hospital,D06,pediatrics,Bed,Semi-Private Bed,33,18,3,54.55,0,24,13.09,10.91,3.94,7,2,3.38,20.07,Good,1,2025-11-17
R0479,2026-02-20,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Infusion Pump,25,16,0,64.0,0,24,15.36,8.64,0.45,9,3,1.94,23.91,Good,0,2025-11-24
R0480,2026-02-25,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Doctors,28,15,2,53.57,0,12,6.43,5.57,1.34,10,2,3.55,7.52,Good,0,2026-02-15
R0481,2026-03-02,H001,CityCare General Hospital,D07,general surgery,Bed,General Bed,24,18,0,75.0,0,24,18.0,6.0,3.78,8,5,2.45,11.06,Good,1,2025-12-29
R0482,2026-03-07,H002,Green Valley Medical Center,D05,icu,Equipment,Patient Monitor,7,3,0,42.86,0,24,10.29,13.71,2.51,9,4,0.32,6.68,Fair,0,2026-01-20
R0483,2026-03-12,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Nursing Staff,18,9,1,50.0,0,12,6.0,6.0,1.87,10,2,4.05,21.28,Good,0,2025-12-09
R0484,2026-03-17,H001,CityCare General Hospital,D01,emergency department,Bed,ICU Bed,38,32,0,84.21,0,24,20.21,3.79,3.26,5,1,1.57,3.47,Fair,0,2025-12-10
R0485,2026-03-22,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Ventilator,10,6,1,60.0,0,24,14.4,9.6,2.2,10,3,2.31,3.21,Good,0,2026-01-29
R0486,2026-03-27,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Doctors,20,10,1,50.0,0,12,6.0,6.0,2.0,5,4,3.14,5.45,Good,0,2026-02-24
R0487,2026-04-01,H001,CityCare General Hospital,D02,general medicine,Bed,Private Bed,26,11,3,42.31,0,24,10.15,13.85,1.24,13,1,3.5,22.03,Fair,0,2026-01-15
R0488,2026-04-06,H002,Green Valley Medical Center,D07,general surgery,Equipment,X-Ray Unit,20,10,0,50.0,0,24,12.0,12.0,4.81,10,3,2.12,13.17,Good,0,2026-01-08
R0489,2026-04-11,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Nursing Staff,15,12,1,80.0,0,12,9.6,2.4,0.23,12,4,1.85,10.36,Fair,0,2026-03-18
R0490,2026-04-16,H001,CityCare General Hospital,D03,cardiology,Bed,Semi-Private Bed,15,13,1,86.67,0,24,20.8,3.2,3.18,8,1,1.12,16.29,Good,0,2026-01-12
R0491,2026-04-21,H002,Green Valley Medical Center,D01,emergency department,Equipment,Infusion Pump,9,7,0,77.78,0,24,18.67,5.33,1.91,14,5,3.29,9.59,Good,1,2026-03-29
R0492,2026-04-26,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Doctors,20,18,0,90.0,1,12,10.8,1.2,0.75,3,4,2.75,16.42,Good,0,2025-12-28
R0493,2026-05-01,H001,CityCare General Hospital,D04,orthopedics,Bed,General Bed,22,15,0,68.18,0,24,16.36,7.64,2.67,5,1,3.99,14.08,Good,0,2026-02-15
R0494,2026-05-06,H002,Green Valley Medical Center,D02,general medicine,Equipment,Patient Monitor,21,18,0,85.71,0,24,20.57,3.43,1.09,14,4,1.51,24.69,Good,0,2026-02-23
R0495,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Nursing Staff,28,13,4,46.43,0,12,5.57,6.43,0.79,9,1,3.54,24.43,Good,0,2026-03-21
R0496,2026-05-16,H001,CityCare General Hospital,D05,icu,Bed,ICU Bed,16,9,1,56.25,0,24,13.5,10.5,2.84,14,3,2.7,4.6,Good,0,2026-03-04
R0497,2026-05-21,H002,Green Valley Medical Center,D03,cardiology,Equipment,Ventilator,24,11,3,45.83,0,24,11.0,13.0,2.77,9,4,2.72,6.92,Fair,0,2026-03-30
R0498,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Doctors,24,11,2,45.83,0,12,5.5,6.5,0.71,11,4,0.61,18.52,Needs Maintenance,1,2026-03-25
R0499,2026-05-31,H001,CityCare General Hospital,D06,pediatrics,Bed,Private Bed,30,16,0,53.33,0,24,12.8,11.2,1.45,13,1,1.33,21.69,Good,0,2026-01-31
R0500,2026-06-05,H002,Green Valley Medical Center,D04,orthopedics,Equipment,X-Ray Unit,24,10,3,41.67,0,24,10.0,14.0,3.57,9,2,3.34,21.22,Good,0,2026-04-02
