resource_utilization_id,date,year,month,quarter,day_of_week,is_weekend,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,cost_per_day_usd,resource_condition,maintenance_due_flag,last_maintenance_date,planned_capacity_next_month,record_source_system,last_updated_timestamp
RU00698158,2022-01-22,2022,1,1,Saturday,True,H001,St. Mary General Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,11,12,,109.09,True,88,96.0,0.0,,9.0,3.0,0.2,10.6,4220.49,,False,2021-07-13,11.0,Analytics-ETL,2022-01-24
RU00785754,2022-12-11,2022,12,4,Sunday,True,H008,Horizon Care Hospital,D01,Cardiology,Clinical Staff,Nurses & Doctors,15,15,,100.0,True,120,120.0,0.0,,13.0,2.0,6.4,6.6,4262.19,,False,2022-11-22,15.0,Analytics-ETL,2022-12-13
RU00210555,2023-11-17,2023,11,4,Friday,False,H005,Metro City Hospital,D05,Pediatrics,Bed,inpatient bed,20,14,3.0,70.0,False,480,329.5,78.5,72.0,,,,,3396.93,Functional,True,2023-10-08,21.0,Manual Log,2023-11-19
RU00031412,2022-06-10,2022,6,2,Friday,False,H008,Horizon Care Hospital,D14,General Medicine,Bed,Inpatient Bed,52,39,2.0,75.0,False,1248,882.9,317.1,48.0,,,,,10942.44,Functional,True,2022-04-12,51.0,Analytics-ETL,2022-06-14
RU00180539,2023-04-14,2023,4,2,Friday,False,H005,Metro City Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,41,30,1.0,73.17,False,984,649.5,310.5,24.0,,,,,12187.35,Functional,True,2023-02-26,43.0,Manual Log,2023-04-17
RU00256907,2025-03-13,2025,3,1,Thursday,False,H010,Evercare Medical Center,D08,Obstetrics & Gynecology,bed,Inpatient Bed,37,27,1.0,72.97,False,888,631.1,232.9,24.0,,,,,13368.07,Functional,True,2024-10-03,38.0,Manual Log,2025-03-15
RU00241846,2024-06-29,2024,6,2,Saturday,True,H010,Evercare Medical Center,D14,General Medicine,Bed,Inpatient Bed,51,32,0.0,62.75,False,1224,702.4,521.6,0.0,,,,,10644.21,Functional,False,2024-05-25,52.0,Facilities-Mgmt-System,2024-06-30
RU00001630,2025-06-24,2025,6,2,Tuesday,False,H002,Lakeview Medical Center,D06,General Surgery,Bed,Inpatient Bed,42,32,2.0,76.19,False,1008,734.3,225.7,48.0,,,,,7950.28,Functional,True,2025-01-21,41.0,Facilities-Mgmt-System,2025-06-26
RU00297007,2021-04-10,2021,4,2,Saturday,True,H007,Unity Regional Medical Center,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,9,5,1.0,55.56,False,216,106.5,109.5,0.04,,,,18.3,1153.62,Fair,False,2020-12-14,9.0,Analytics-ETL,2021-04-13
RU00625600,2021-02-23,2021,2,1,Tuesday,False,H003,Riverside Community Hospital,D15,Urology,Clinical Staff,Nurses & Doctors,7,7,,100.0,True,56,56.0,0.0,,4.0,3.0,0.2,4.9,"$3,519.15",,False,2021-02-19,7.0,Manual Log,2021-02-24
RU00003878,2024-01-01,2024,1,1,Monday,False,H005,Metro City Hospital,D05,Pediatrics,Bed,Inpatient Bed,20,15,3.0,75.0,False,480,341.1,66.9,72.0,,,,,6384.75,Needs Repair,True,2023-12-10,20.0,Manual Log,2024-01-03
RU00146804,2023-08-02,2023,8,3,Wednesday,False,H004,Sunrise Health Institute,D15,Urology,Bed,Inpatient Bed,35,21,1.0,60.0,False,840,478.5,337.5,24.0,,,,,10782.33,Functional,True,2023-04-21,35.0,Manual Log,2023-08-03
RU00559380,2025-02-12,2025,2,1,Wednesday,False,H007,Unity Regional Medical Center,D01,Cardiology,Clinical Staff,Nurses & Doctors,14,14,,100.0,True,112,112.0,0.0,,9.0,5.0,0.0,8.6,4322.08,,False,2024-12-19,14.0,Analytics-ETL,2025-02-13
RU00613681,2024-11-21,2024,11,4,Thursday,False,H001,St. Mary General Hospital,D06,General Surgery,Clinical Staff,Nurses & Doctors,8,8,,100.0,True,64,64.0,0.0,,5.0,3.0,0.0,3.3,3275.15,,False,2024-10-28,8.0,Analytics-ETL,2024-11-22
RU00343324,2025-11-11,2025,11,4,Tuesday,False,H006,Green Valley Hospital,D13,ICU,Equipment,Ventilators,30,19,1.0,63.33,False,720,377.9,342.1,0.02,,,,9.3,5502.6,New,False,2025-07-13,30.0,Manual Log,2025-11-15
RU00822253,2023-04-24,2023,4,2,Monday,False,H007,Unity Regional Medical Center,D09,Nephrology,Equipment,Dialysis Machines,6,3,0.0,50.0,False,144,63.4,80.0,0.57,,,,18.2,1218.18,Good,False,2023-02-21,6.0,Analytics-ETL,2023-04-27
RU00101788,2025-09-10,2025,9,3,Wednesday,False,H002,Lakeview Medical Center,D11,Gastroenterology,Bed,Inpatient Bed,49,33,0.0,67.35,False,1176,760.8,415.2,0.0,,,,,19377.68,Functional,False,2025-02-25,51.0,Analytics-ETL,2025-09-12
RU00539051,2021-08-25,2021,8,3,Wednesday,False,H002,Lakeview Medical Center,D05,Pediatrics,Equipment,Pediatric Incubators,12,7,2.0,58.33,False,288,153.3,132.3,2.44,,,,10.6,2171.04,Fair,False,,12.0,Manual Log,2021-08-29
RU00435527,2025-03-12,2025,3,1,Wednesday,False,H003,Riverside Community Hospital,D13,ICU,Equipment,Ventilators,17,9,1.0,52.94,False,408,145.5,262.2,0.27,,,,18.7,1702.55,Good,False,2025-01-14,17.0,Manual Log,2025-03-13
RU00423827,2023-10-20,2023,10,4,Friday,False,H004,Sunrise Health Institute,D11,Gastroenterology,Equipment,Endoscopy Units,15,7,2.0,,False,360,126.7,232.8,0.5,,,,18.7,1902.0,New,False,2023-04-24,15.0,Facilities-Mgmt-System,2023-10-21
RU00241353,2024-01-13,2024,1,1,Saturday,True,H007,Unity Regional Medical Center,D14,General Medicine,Bed,Inpatient Bed,53,34,2.0,64.15,False,1272,747.1,476.9,48.0,,,,,20440.88,Functional,True,2024-01-11,57.0,Manual Log,2024-01-14
RU00159311,2024-08-03,2024,8,3,Saturday,True,H004,Sunrise Health Institute,D10,Pulmonology,Bed,inpatient bed,23,13,2.0,56.52,False,552,295.3,208.7,48.0,,,,,6233.41,Functional,True,2024-06-07,24.0,Analytics-ETL,2024-08-04
RU00089709,2021-05-26,2021,5,2,Wednesday,False,H005,Metro City Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,41,25,2.0,60.98,False,984,558.1,377.9,48.0,,,,,15975.48,Functional,True,2021-01-30,42.0,Analytics-ETL,2021-05-30
RU00170150,2025-01-02,2025,1,1,Thursday,False,H007,Unity Regional Medical Center,D15,Urology,Bed,Inpatient Bed,53,34,2.0,64.15,False,1272,735.0,489.0,48.0,,,,,13256.26,Functional,True,2024-09-18,53.0,Facilities-Mgmt-System,2025-01-03
RU00366094,2021-09-28,2021,9,3,Tuesday,False,H003,Riverside Community Hospital,D09,Nephrology,Equipment,Dialysis Machines,9,5,2.0,55.56,False,216,95.9,119.9,0.18,,,,,1717.38,New,False,,9.0,Manual Log,2021-10-01
RU00015441,2023-04-14,2023,4,2,Friday,False,H003,Riverside Community Hospital,D02,Orthopedics,Bed,Inpatient Bed,49,39,3.0,79.59,False,1176,842.8,261.2,72.0,,,,,13244.14,Functional,True,2022-11-24,52.0,Analytics-ETL,2023-04-15
RU00472243,2023-05-17,2023,5,2,Wednesday,False,H002,Lakeview Medical Center,D07,Emergency Medicine,Equipment,Defibrillators,18,10,0.0,55.56,False,432,173.8,258.2,0.05,,,,16.0,2799.0,New,False,,18.0,Facilities-Mgmt-System,2023-05-19
RU00048810,2022-09-26,2022,9,3,Monday,False,H008,Horizon Care Hospital,D10,Pulmonology,Bed,Inpatient Bed,37,27,1.0,72.97,False,888,642.4,221.6,24.0,,,,,14248.8,Functional,True,2022-08-16,36.0,Analytics-ETL,2022-09-29
RU00000940,2021-01-16,2021,1,1,Saturday,True,H002,Lakeview Medical Center,D07,Emergency Medicine,Bed,Inpatient Bed,33,26,1.0,78.79,False,792,574.7,193.3,24.0,,,,,9136.42,Functional,True,2020-11-22,35.0,Analytics-ETL,2021-01-20
RU00031611,2024-06-26,2024,6,2,Wednesday,False,H006,Green Valley Hospital,D09,Nephrology,Bed,Inpatient Bed,39,24,3.0,61.54,False,936,575.7,288.3,72.0,,,,,13958.03,Needs Repair,True,2024-02-03,38.0,Facilities-Mgmt-System,2024-06-30
RU00687282,2022-01-30,2022,1,1,Sunday,True,H006,Green Valley Hospital,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,15,14,,93.33,True,120,112.0,8.0,,12.0,2.0,1.2,6.9,"$3,249.49",,False,2021-07-30,15.0,Facilities-Mgmt-System,2022-02-03
RU00198608,2023-08-15,2023,8,3,Tuesday,False,H006,Green Valley Hospital,D07,Emergency Medicine,Bed,Inpatient Bed,17,12,2.0,70.59,False,408,265.8,94.2,48.0,,,,,5509.53,Functional,True,2023-06-13,18.0,Facilities-Mgmt-System,2023-08-16
RU00048078,2024-08-29,2024,8,3,Thursday,False,H006,Green Valley Hospital,D02,Orthopedics,Bed,Inpatient Bed,46,32,0.0,69.57,False,1104,744.2,359.8,0.0,,,,,11134.01,Needs Repair,False,2024-03-27,49.0,Analytics-ETL,2024-08-31
RU00592270,2024-09-16,2024,9,3,Monday,False,H010,Evercare Medical Center,D01,Cardiology,Clinical Staff,Nurses & Doctors,15,17,,113.33,True,120,136.0,0.0,,13.0,4.0,0.4,5.6,5552.77,,False,2024-08-22,16.0,Manual Log,2024-09-18
RU00084913,2024-06-21,2024,6,2,Friday,False,H009,Pinecrest General Hospital,D15,Urology,Bed,Inpatient Bed,37,27,0.0,72.97,False,888,625.3,262.7,0.0,,,,,14139.63,Functional,False,2024-04-04,39.0,Analytics-ETL,2024-06-23
RU00735198,2022-12-08,2022,12,4,Thursday,False,H005,Metro City Hospital,D09,Nephrology,Clinical Staff,Nurses & Doctors,14,13,,92.86,True,112,104.0,8.0,,8.0,5.0,2.9,4.7,4156.31,,False,2022-08-25,14.0,Analytics-ETL,2022-12-12
RU00421754,2021-06-22,2021,6,2,Tuesday,False,H006,Green Valley Hospital,D13,ICU,Equipment,Ventilators,30,16,2.0,53.33,False,720,262.6,456.7,0.66,,,,16.2,5502.6,Good,False,,30.0,Analytics-ETL,2021-06-23
RU00601807,2025-01-28,2025,1,1,Tuesday,False,H010,Evercare Medical Center,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,7,7,,100.0,True,56,56.0,0.0,,2.0,5.0,2.2,7.3,4440.05,,False,2024-08-11,7.0,Analytics-ETL,2025-01-30
RU00827766,2023-09-20,2023,9,3,Wednesday,False,H010,Evercare Medical Center,D12,Psychiatry,Bed,Inpatient Bed,37,25,3.0,67.57,False,888,563.8,252.2,72.0,,,,,10847.58,Functional,True,2023-09-15,37.0,Facilities-Mgmt-System,2023-09-24
RU00240379,2021-08-07,2021,8,3,Saturday,True,H010,Evercare Medical Center,D14,General Medicine,Bed,Inpatient Bed,51,27,3.0,52.94,False,1224,626.6,525.4,72.0,,,,,17866.56,Functional,True,2021-07-22,54.0,Analytics-ETL,2021-08-11
RU00272568,2021-03-06,2021,3,1,Saturday,True,H010,Evercare Medical Center,D02,Orthopedics,  Bed  ,Inpatient Bed,46,31,2.0,67.39,False,1104,690.5,365.5,48.0,,,,,17850.89,Functional,True,2021-01-28,48.0,Analytics-ETL,2021-03-08
RU00593907,2022-01-12,2022,1,1,Wednesday,False,H008,Horizon Care Hospital,D15,Urology,Clinical Staff,Nurses & Doctors,14,17,,121.43,True,112,136.0,0.0,,13.0,4.0,1.0,7.5,6260.36,,False,2022-01-08,14.0,Analytics-ETL,2022-01-13
RU00239907,2022-01-29,2022,1,1,Saturday,True,H009,Pinecrest General Hospital,D11,Gastroenterology,Bed,Inpatient Bed,39,32,1.0,82.05,False,936,734.3,177.7,24.0,,,,,12757.63,Functional,True,2021-09-17,39.0,Facilities-Mgmt-System,2022-02-01
RU00677391,2024-12-20,2024,12,4,Friday,False,H006,Green Valley Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,15,16,,106.67,True,120,128.0,0.0,,14.0,2.0,2.7,4.4,4282.38,,False,2024-08-07,15.0,Analytics-ETL,2024-12-24
RU00705233,2022-06-15,2022,6,2,Wednesday,False,H009,Pinecrest General Hospital,D02,Orthopedics,Clinical Staff,Nurses & Doctors,8,9,,112.5,True,64,72.0,0.0,,4.0,5.0,0.8,,4579.55,,False,2021-11-29,8.0,Manual Log,2022-06-16
RU00452445,2022-10-04,2022,10,4,Tuesday,False,H009,Pinecrest General Hospital,D05,Pediatrics,Equipment,Pediatric Incubators,11,6,1.0,54.55,False,264,124.0,139.8,0.16,,,,17.0,460.46,New,True,2022-06-04,12.0,Analytics-ETL,2022-10-07
RU00571021,2022-05-31,2022,5,2,Tuesday,False,H002,Lakeview Medical Center,D14,General Medicine,Clinical Staff,Nurses & Doctors,11,13,,118.18,True,88,104.0,0.0,,11.0,2.0,1.8,2.4,3083.97,,False,2022-04-28,11.0,Manual Log,2022-06-03
RU00428019,2023-07-12,2023,7,3,Wednesday,False,H009,Pinecrest General Hospital,D12,Psychiatry,Equipment,Patient Monitoring Devices,11,6,1.0,54.55,False,264,86.5,176.6,0.86,,,,12.0,908.82,Fair,False,2022-12-28,11.0,Facilities-Mgmt-System,2023-07-14
RU00432861,2021-03-13,2021,3,1,Saturday,True,H002,Lakeview Medical Center,D11,Gastroenterology,Equipment,Endoscopy Units,15,10,0.0,66.67,False,360,166.6,193.3,0.11,,,,8.9,2399.85,Good,False,2020-10-22,16.0,Manual Log,2021-03-15
RU00244785,2022-07-22,2022,7,3,Friday,False,H005,Metro City Hospital,D10,Pulmonology,Bed,Inpatient Bed,34,22,1.0,64.71,False,816,526.7,265.3,24.0,,,,,6477.33,Needs Repair,True,2022-07-20,34.0,Facilities-Mgmt-System,2022-07-24
RU00484131,2022-11-09,2022,11,4,Wednesday,False,H001,St. Mary General Hospital,D09,Nephrology,Equipment,Dialysis Machines,14,7,0.0,50.0,False,336,139.7,196.2,0.05,,,,8.3,1145.62,Fair,False,2022-05-27,15.0,Analytics-ETL,2022-11-11
RU00633691,2023-10-15,2023,10,4,Sunday,True,H003,Riverside Community Hospital,D10,Pulmonology,Clinical Staff,Nurses & Doctors,11,10,,90.91,False,88,80.0,8.0,,7.0,3.0,0.0,8.1,2674.01,,False,2023-09-21,12.0,Analytics-ETL,2023-10-18
RU00666982,2024-01-04,2024,1,1,Thursday,False,H002,Lakeview Medical Center,D13,ICU,Clinical Staff,Nurses & Doctors,12,11,,91.67,False,96,88.0,8.0,,5.0,6.0,0.8,5.7,6045.68,,False,2023-10-03,13.0,analytics-etl,2024-01-08
RU00287211,2023-05-16,2023,5,2,Tuesday,False,H002,Lakeview Medical Center,D05,Pediatrics,Equipment,Pediatric Incubators,12,9,2.0,75.0,False,288,188.4,99.3,0.26,,,,5.0,2171.04,Fair,False,2023-02-10,12.0,Analytics-ETL,2023-05-20
RU00532539,2024-07-02,2024,7,3,Tuesday,False,H009,Pinecrest General Hospital,D14,General Medicine,Equipment,Infusion Pumps,4,3,2.0,75.0,False,96,49.1,46.4,0.52,,,,14.4,321.16,Good,False,2024-05-09,4.0,Analytics-ETL,2024-07-05
RU00608379,2022-04-30,2022,4,2,Saturday,True,H007,Unity Regional Medical Center,D10,Pulmonology,Clinical Staff,Nurses & Doctors,12,11,,91.67,False,96,88.0,8.0,,8.0,3.0,0.1,7.2,"3,629.97 USD",,False,2022-04-18,12.0,Manual Log,2022-05-01
RU00058884,2021-08-31,2021,8,3,Tuesday,False,H001,St. Mary General Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,32,18,2.0,56.25,False,768,426.2,293.8,48.0,,,,,7303.9,Functional,True,2021-06-22,33.0,Analytics-ETL,2021-09-01
RU00502069,2022-12-25,2022,12,4,Sunday,True,H004,Sunrise Health Institute,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,4,2,1.0,50.0,False,96,35.6,60.2,0.19,,,,19.1,288.76,Good,False,,4.0,Analytics-ETL,2022-12-27
RU00606856,2024-02-08,2024,2,1,Thursday,False,H003,Riverside Community Hospital,D01,Cardiology,Clinical Staff,Nurses & Doctors,16,19,,118.75,True,128,152.0,0.0,,14.0,5.0,1.0,7.1,5425.62,,False,2024-02-06,17.0,Facilities-Mgmt-System,2024-02-11
RU00780592,2021-09-02,2021,9,3,Thursday,False,H006,Green Valley Hospital,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,15,14,,93.33,True,120,112.0,8.0,,12.0,2.0,0.1,,4440.04,,False,2021-07-25,16.0,Analytics-ETL,2021-09-04
RU00808497,2021-05-19,2021,5,2,Wednesday,False,H003,Riverside Community Hospital,D14,General Medicine,Clinical Staff,Nurses & Doctors,7,7,,100.0,True,56,56.0,0.0,,2.0,5.0,1.2,5.8,3866.76,,False,2021-03-21,7.0,Analytics-ETL,2021-05-21
RU00179224,2022-04-10,2022,4,2,Sunday,True,H002,Lakeview Medical Center,D05,Pediatrics,Bed,Inpatient Bed,50,37,0.0,74.0,False,1200,805.5,394.5,0.0,,,,,18517.43,Functional,False,2021-11-23,49.0,Analytics-ETL,2022-04-11
RU00692755,2025-12-21,2025,12,4,Sunday,True,H003,Riverside Community Hospital,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,17,17,,100.0,True,136,136.0,0.0,,12.0,5.0,0.9,4.8,5623.93,,False,2025-09-30,17.0,Facilities-Mgmt-System,2025-12-23
RU00249431,2024-04-30,2024,4,2,Tuesday,False,H004,Sunrise Health Institute,D14,General Medicine,Bed,Inpatient Bed,26,18,1.0,69.23,False,624,419.0,181.0,24.0,,,,,6067.51,Functional,True,2024-01-16,27.0,Analytics-ETL,2024-05-03
RU00071659,2023-02-09,2023,2,1,Thursday,False,H004,Sunrise Health Institute,D05,Pediatrics,Bed,Inpatient Bed,30,24,1.0,80.0,False,720,558.0,138.0,24.0,,,,,5737.77,Functional,True,2023-01-05,30.0,Manual Log,2023-02-10
RU00770346,2024-02-26,2024,2,1,Monday,False,H007,Unity Regional Medical Center,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,16,17,,106.25,True,128,136.0,0.0,,12.0,5.0,1.7,8.4,6574.75,,False,2023-08-14,16.0,Facilities-Mgmt-System,2024-02-28
RU00803030,2024-03-16,2024,3,1,Saturday,True,H001,St. Mary General Hospital,D01,Cardiology,Clinical Staff,Nurses & Doctors,16,18,,112.5,True,128,144.0,0.0,,12.0,6.0,0.2,7.0,5431.83,,False,2024-02-15,,Manual Log,2024-03-20
RU00389457,2024-02-17,2024,2,1,Saturday,True,H009,Pinecrest General Hospital,D14,General Medicine,Equipment,Infusion Pumps,4,2,1.0,50.0,False,96,35.7,60.2,0.05,,,,14.5,321.16,,False,2023-08-21,4.0,Analytics-ETL,2024-02-19
RU00160398,2021-08-11,2021,8,3,Wednesday,False,H006,Green Valley Hospital,D13,ICU,Bed,Inpatient Bed,35,20,2.0,57.14,False,840,443.9,348.1,48.0,,,,,8293.49,Functional,True,,36.0,Analytics-ETL,2021-08-12
RU00588188,2025-12-13,2025,12,4,Saturday,True,H006,Green Valley Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,17,14,,82.35,False,136,112.0,24.0,,10.0,4.0,0.9,3.8,5598.91,,False,2025-07-13,18.0,Analytics-ETL,2025-12-16
RU00385445,2022-09-14,2022,9,3,Wednesday,False,H005,Metro City Hospital,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,10,6,0.0,60.0,False,240,112.4,127.4,0.24,,,,9.1,740.4,Needs Replacement,False,2022-03-05,10.0,Analytics-ETL,2022-09-18
RU00205307,2022-04-19,2022,4,2,Tuesday,False,H004,Sunrise Health Institute,D13,ICU,Bed,Inpatient Bed,30,22,3.0,73.33,False,720,481.4,166.6,72.0,,,,,11190.37,Needs Repair,True,2021-11-29,31.0,Analytics-ETL,2022-04-23
RU00547599,2023-09-04,2023,9,3,Monday,False,H007,Unity Regional Medical Center,D03,Neurology,Equipment,EEG Machines,5,2,1.0,40.0,False,120,42.4,77.5,0.13,,,,9.1,863.75,Fair,False,2023-03-08,5.0,Analytics-ETL,2023-09-05
RU00731170,2021-03-15,2021,3,1,Monday,False,H010,Evercare Medical Center,D06,General Surgery,  Clinical Staff  ,NURSES & DOCTORS,13,15,,115.38,True,104,120.0,0.0,,11.0,4.0,2.5,7.2,5843.76,,False,2021-01-02,13.0,Manual Log,2021-03-17
RU00814031,2023-11-29,2023,11,4,Wednesday,False,H004,Sunrise Health Institute,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,11,12,,109.09,True,88,96.0,0.0,,8.0,4.0,0.4,5.9,4972.34,,False,2023-10-22,11.0,Facilities-Mgmt-System,2023-12-02
RU00418696,2022-06-02,2022,6,2,Thursday,False,H003,Riverside Community Hospital,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,9,6,2.0,66.67,False,216,110.2,105.5,0.29,,,,10.9,"$1,491.30",New,False,2022-02-01,9.0,Analytics-ETL,2022-06-03
RU00728615,2024-07-02,2024,7,3,Tuesday,False,H005,Metro City Hospital,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,6,5,,83.33,False,48,40.0,8.0,,3.0,2.0,0.1,2.9,2036.31,,False,2024-03-15,6.0,Analytics-ETL,2024-07-06
RU00478676,2023-12-11,2023,12,4,Monday,False,H006,Green Valley Hospital,D14,General Medicine,Equipment,Infusion Pumps,7,4,1.0,57.14,False,168,77.8,89.3,0.94,,,,21.3,1395.8,Fair,False,2023-05-30,8.0,Facilities-Mgmt-System,2023-12-13
RU00128798,2021-10-22,2021,10,4,Friday,False,H008,Horizon Care Hospital,D10,Pulmonology,Bed,Inpatient Bed,37,25,2.0,67.57,False,888,590.4,249.6,48.0,,,,,11792.84,,True,,40.0,Manual Log,2021-10-26
RU00614013,2024-11-15,2024,11,4,Friday,False,H001,St. Mary General Hospital,D06,General Surgery,Clinical Staff,Nurses & Doctors,8,9,,112.5,True,64,72.0,0.0,,5.0,4.0,0.1,4.2,3630.02,,False,2024-10-12,8.0,Manual Log,2024-11-16
RU00128007,2021-06-17,2021,6,2,Thursday,False,H007,Unity Regional Medical Center,D15,Urology,Bed,Inpatient Bed,53,36,3.0,67.92,False,1272,809.1,390.9,72.0,,,,,15627.77,Functional,True,2021-01-07,52.0,Facilities-Mgmt-System,2021-06-18
RU00081567,2023-02-02,2023,2,1,Thursday,False,H004,Sunrise Health Institute,D04,Oncology,Bed,Inpatient Bed,55,39,3.0,70.91,False,1320,859.5,388.5,72.0,,,,,15641.06,Functional,True,2022-09-29,54.0,Manual Log,2023-02-06
RU00057430,2024-02-03,2024,2,1,Saturday,True,H005,Metro City Hospital,D02,Orthopedics,Bed,Inpatient Bed,55,42,1.0,76.36,False,1320,992.4,303.6,24.0,,,,,15428.58,Functional,True,2023-07-22,54.0,Manual Log,2024-02-04
RU00725340,2024-10-15,2024,10,4,Tuesday,False,H009,Pinecrest General Hospital,D15,Urology,Clinical Staff,  Nurses & Doctors  ,9,8,,88.89,False,72,64.0,8.0,,4.0,4.0,1.1,1.4,3278.16,,False,2024-08-31,9.0,Analytics-ETL,2024-10-18
RU00157408,2023-09-15,2023,9,3,Friday,False,H006,Green Valley Hospital,D15,Urology,Bed,Inpatient Bed,55,32,2.0,58.18,False,1320,735.3,536.7,48.0,,,,,21038.38,Functional,True,2023-04-13,55.0,Analytics-ETL,2023-09-17
RU00016292,2025-02-14,2025,2,1,Friday,False,H001,St. Mary General Hospital,D01,Cardiology,Bed,Inpatient Bed,28,18,3.0,64.29,False,672,392.9,207.1,72.0,,,,,5999.8,Functional,True,2025-01-12,29.0,Facilities-Mgmt-System,2025-02-18
RU00621832,2023-03-21,2023,3,1,Tuesday,False,H009,Pinecrest General Hospital,D07,Emergency Medicine,Clinical Staff,Nurses & Doctors,11,10,,90.91,False,88,80.0,8.0,,8.0,2.0,0.5,,2536.41,,False,2023-03-04,12.0,FACILITIES-MGMT-SYSTEM,2023-03-25
RU00259392,2025-10-25,2025,10,4,Saturday,True,H005,Metro City Hospital,D09,Nephrology,Bed,Inpatient Bed,20,13,0.0,65.0,False,480,309.4,170.6,0.0,,,,,3141.32,Functional,False,2025-06-17,21.0,Analytics-ETL,2025-10-29
RU00124751,2025-06-30,2025,6,2,Monday,False,H001,St. Mary General Hospital,D10,Pulmonology,Bed,Inpatient Bed,20,13,0.0,65.0,False,480,285.9,194.1,0.0,,,,,4260.88,needs repair,False,2025-02-25,20.0,Analytics-ETL,2025-07-03
RU00754399,2025-10-21,2025,10,4,Tuesday,False,H010,Evercare Medical Center,D11,Gastroenterology,Clinical Staff,Nurses & Doctors,10,9,,90.0,False,80,72.0,8.0,,5.0,4.0,2.5,,3032.18,,False,2025-04-28,11.0,analytics-etl,2025-10-22
RU00292184,2022-06-24,2022,6,2,Friday,False,H006,Green Valley Hospital,D11,Gastroenterology,Equipment,Endoscopy Units,14,9,1.0,64.29,False,336,143.6,192.3,0.08,,,,8.9,805.0,Good,True,2022-04-19,15.0,Manual Log,2022-06-27
RU00294414,2024-12-06,2024,12,4,Friday,False,H002,Lakeview Medical Center,D11,Gastroenterology,Equipment,Endoscopy Units,15,9,1.0,60.0,False,360,196.0,163.7,0.33,,,,16.7,2399.85,Needs Replacement,False,2024-06-07,16.0,Manual Log,2024-12-10
RU00291555,2022-09-01,2022,9,3,Thursday,False,H007,Unity Regional Medical Center,D09,Nephrology,Equipment,Dialysis Machines,6,4,0.0,66.67,False,144,59.1,84.8,0.08,,,,1.0,1218.18,Fair,False,2022-07-07,6.0,Analytics-ETL,2022-09-05
RU00413035,2023-12-31,2023,12,4,Sunday,True,H007,Unity Regional Medical Center,D05,Pediatrics,equipment,Pediatric Incubators,10,5,2.0,50.0,False,240,107.6,132.2,0.25,,,,1.3,1419.7,Fair,False,2023-06-21,11.0,Manual Log,2024-01-02
RU00604681,2022-09-14,2022,9,3,Wednesday,False,H004,Sunrise Health Institute,D05,Pediatrics,Clinical Staff,Nurses & Doctors,11,13,,118.18,True,88,104.0,0.0,,10.0,3.0,1.4,4.1,4556.47,,False,2022-03-26,11.0,Analytics-ETL,2022-09-15
RU00158716,2025-09-22,2025,9,3,Monday,False,H004,Sunrise Health Institute,D06,General Surgery,Bed,Inpatient Bed,30,18,2.0,60.0,False,720,393.5,278.5,48.0,,,,,7295.12,Functional,True,2025-04-12,31.0,Analytics-ETL,2025-09-25
RU00717764,2025-05-10,2025,5,2,Saturday,True,H004,Sunrise Health Institute,D09,Nephrology,Clinical Staff,Nurses & Doctors,8,5,,62.5,False,64,40.0,24.0,,1.0,4.0,1.1,4.8,3164.4,,False,2025-01-15,8.0,Facilities-Mgmt-System,2025-05-12
RU00134795,2022-09-27,2022,9,3,Tuesday,False,H005,Metro City Hospital,D10,Pulmonology,Bed,Inpatient Bed,34,23,2.0,67.65,False,816,538.5,229.5,48.0,,,,,11194.75,Functional,True,2022-04-11,33.0,Facilities-Mgmt-System,2022-10-01
RU00697251,2021-03-12,2021,3,1,Friday,False,H002,Lakeview Medical Center,D14,General Medicine,Clinical Staff,Nurses & Doctors,11,11,,100.0,True,88,88.0,0.0,,10.0,1.0,4.2,7.1,3046.46,,False,2020-11-18,12.0,Analytics-ETL,2021-03-16
RU00780321,2025-05-16,2025,5,2,Friday,False,H001,St. Mary General Hospital,D15,Urology,Clinical Staff,Nurses & Doctors,14,15,,107.14,True,112,120.0,0.0,,11.0,4.0,0.8,11.2,6102.16,,False,2024-12-27,15.0,Facilities-Mgmt-System,2025-05-17
