hospital_id,hospital_name,department_referral,admission_date,total_admissions,average_age,average_wait_time,average_length_of_stay,average_satisfaction,readmitted_patients
HOSP-9158,The Johns Hopkins Hospital,gastroenterology,2022-03-30,1,22.0,15.0,19.0,240.0,0.0
HOSP-9159,The Johns Hopkins Hospital,neurology,2023-04-13,1,55.0,45.0,17.0,180.0,1.0
HOSP-9159,The Johns Hopkins Hospital,pulmonology or infectious disease,2023-06-25,1,47.0,15.0,29.0,650.0,0.0
HOSP-9160,The Johns Hopkins Hospital,cardiology or internal medicine,2023-10-26,1,40.0,120.0,12.0,620.0,0.0
HOSP-9160,The Johns Hopkins Hospital,gastroenterology,,1,18.0,75.0,15.0,680.0,1.0
HOSP-9161,The Johns Hopkins Hospital,hepatology,2023-05-13,1,55.0,75.0,25.0,610.0,1.0
HOSP-9162,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-10-23,1,52.0,90.0,25.0,640.0,1.0
HOSP-9163,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,87.0,60.0,7.0,970.0,0.0
HOSP-9164,The Johns Hopkins Hospital,allergy and immunology,2020-11-18,1,23.0,15.0,11.0,1210.0,0.0
HOSP-9164,The Johns Hopkins Hospital,neurology,,1,72.0,120.0,2.0,970.0,0.0
HOSP-9169,The Johns Hopkins Hospital,cardiology,2022-08-16,1,83.0,60.0,14.0,810.0,1.0
HOSP-9169,The Johns Hopkins Hospital,neurology,2021-03-14,1,83.0,45.0,28.0,880.0,1.0
HOSP-9170,The Johns Hopkins Hospital,urology or nephrology,,1,69.0,75.0,27.0,1190.0,1.0
HOSP-9172,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-03-21,1,92.0,120.0,19.0,740.0,1.0
HOSP-9172,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,32.0,60.0,1.0,900.0,0.0
HOSP-9173,The Johns Hopkins Hospital,allergy and immunology,2022-09-28,1,65.0,90.0,15.0,550.0,0.0
HOSP-9174,The Johns Hopkins Hospital,gastroenterology,2021-10-23,1,20.0,45.0,6.0,860.0,0.0
HOSP-9174,The Johns Hopkins Hospital,psychiatry,2021-12-19,1,88.0,90.0,14.0,590.0,1.0
HOSP-9176,The Johns Hopkins Hospital,gastroenterology,2022-04-13,1,13.0,45.0,12.0,360.0,1.0
HOSP-9176,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,46.0,120.0,29.0,420.0,0.0
HOSP-9176,The Johns Hopkins Hospital,psychiatry,2023-11-22,1,86.0,120.0,8.0,260.0,0.0
HOSP-9177,The Johns Hopkins Hospital,dermatology,2024-05-30,1,29.0,45.0,14.0,680.0,1.0
HOSP-9177,The Johns Hopkins Hospital,psychiatry,2022-08-22,1,83.0,120.0,19.0,400.0,0.0
HOSP-9179,The Johns Hopkins Hospital,psychiatry,2022-09-27,1,40.0,75.0,24.0,580.0,0.0
HOSP-9180,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-11-18,1,0.0,15.0,26.0,1090.0,1.0
HOSP-9182,The Johns Hopkins Hospital,cardiology,,1,70.0,90.0,1.0,1560.0,1.0
HOSP-9183,The Johns Hopkins Hospital,hepatology,2024-04-28,1,8.0,75.0,14.0,480.0,1.0
HOSP-9183,The Johns Hopkins Hospital,rheumatology,,1,32.0,75.0,20.0,540.0,0.0
HOSP-9184,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,59.0,45.0,19.0,810.0,1.0
HOSP-9186,The Johns Hopkins Hospital,dermatology,,1,30.0,60.0,27.0,1400.0,1.0
HOSP-9186,The Johns Hopkins Hospital,rheumatology,2024-02-18,1,48.0,90.0,5.0,1060.0,0.0
HOSP-9186,The Johns Hopkins Hospital,urology or nephrology,,1,2.0,15.0,30.0,420.0,0.0
HOSP-9187,The Johns Hopkins Hospital,gastroenterology,,1,26.0,120.0,9.0,1080.0,0.0
HOSP-9187,The Johns Hopkins Hospital,rheumatology,2023-12-23,1,79.0,15.0,6.0,960.0,0.0
HOSP-9190,The Johns Hopkins Hospital,nephrology,2020-12-23,1,69.0,45.0,17.0,430.0,1.0
HOSP-9190,The Johns Hopkins Hospital,psychiatry,,1,88.0,75.0,16.0,570.0,0.0
HOSP-9191,The Johns Hopkins Hospital,cardiology,2023-03-16,1,7.0,15.0,22.0,740.0,0.0
HOSP-9192,The Johns Hopkins Hospital,endocrinology,,1,68.0,105.0,16.0,1170.0,0.0
HOSP-9192,The Johns Hopkins Hospital,urology or nephrology,2021-09-29,1,79.0,30.0,16.0,510.0,1.0
HOSP-9193,The Johns Hopkins Hospital,gastroenterology,,1,10.0,120.0,4.0,860.0,1.0
HOSP-9193,The Johns Hopkins Hospital,nephrology,2021-05-26,1,60.0,90.0,9.0,580.0,1.0
HOSP-9193,The Johns Hopkins Hospital,urology or nephrology,,1,26.0,45.0,29.0,390.0,1.0
HOSP-9194,The Johns Hopkins Hospital,cardiology or internal medicine,2021-04-28,1,80.0,45.0,5.0,820.0,0.0
HOSP-9196,The Johns Hopkins Hospital,neurology,2020-11-29,1,68.0,60.0,16.0,670.0,0.0
HOSP-9196,The Johns Hopkins Hospital,neurology,,1,15.0,45.0,23.0,1060.0,0.0
HOSP-9197,The Johns Hopkins Hospital,nephrology,2023-06-29,1,94.0,105.0,9.0,1310.0,0.0
HOSP-9197,The Johns Hopkins Hospital,neurology,2020-07-25,1,42.0,75.0,9.0,240.0,0.0
HOSP-9199,The Johns Hopkins Hospital,neurology,2021-10-27,1,46.0,75.0,1.0,440.0,0.0
HOSP-9199,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,75.0,75.0,10.0,550.0,1.0
HOSP-9201,The Johns Hopkins Hospital,neurology,2020-11-29,1,95.0,45.0,25.0,1590.0,0.0
HOSP-9201,The Johns Hopkins Hospital,psychiatry,2023-10-13,1,73.0,60.0,9.0,490.0,0.0
HOSP-9205,The Johns Hopkins Hospital,oncology,,1,43.0,75.0,20.0,490.0,1.0
HOSP-9206,The Johns Hopkins Hospital,rheumatology,2022-11-27,1,29.0,75.0,11.0,930.0,0.0
HOSP-9207,The Johns Hopkins Hospital,oncology,2022-02-27,1,82.0,30.0,26.0,110.0,0.0
HOSP-9210,The Johns Hopkins Hospital,cardiology or internal medicine,,1,1.0,45.0,23.0,530.0,1.0
HOSP-9212,The Johns Hopkins Hospital,gastroenterology,,1,61.0,105.0,13.0,630.0,0.0
HOSP-9212,The Johns Hopkins Hospital,rheumatology,,1,81.0,15.0,17.0,1150.0,1.0
HOSP-9213,The Johns Hopkins Hospital,cardiology or internal medicine,2022-05-28,1,34.0,60.0,27.0,110.0,1.0
HOSP-9213,The Johns Hopkins Hospital,pulmonology,2024-06-17,1,43.0,15.0,15.0,1010.0,0.0
HOSP-9214,The Johns Hopkins Hospital,neurology,,1,76.0,75.0,11.0,820.0,1.0
HOSP-9215,The Johns Hopkins Hospital,neurology,2021-04-26,1,41.0,45.0,26.0,1600.0,1.0
HOSP-9218,The Johns Hopkins Hospital,cardiology,,1,88.0,15.0,8.0,600.0,1.0
HOSP-9218,The Johns Hopkins Hospital,neurology,,1,7.0,15.0,30.0,1510.0,1.0
HOSP-9219,The Johns Hopkins Hospital,neurology,2021-11-26,1,46.0,45.0,28.0,640.0,1.0
HOSP-9220,The Johns Hopkins Hospital,neurology,2022-07-27,1,52.0,30.0,8.0,1570.0,0.0
HOSP-9221,The Johns Hopkins Hospital,neurology,2023-02-28,1,38.0,45.0,20.0,1140.0,0.0
HOSP-9223,The Johns Hopkins Hospital,neurology,2022-11-15,1,63.0,120.0,9.0,730.0,1.0
HOSP-9224,The Johns Hopkins Hospital,psychiatry,2021-09-24,1,2.0,105.0,1.0,330.0,0.0
HOSP-9226,The Johns Hopkins Hospital,dermatology,2023-06-17,1,3.0,90.0,13.0,210.0,0.0
HOSP-9228,The Johns Hopkins Hospital,urology or nephrology,,1,72.0,30.0,21.0,430.0,0.0
HOSP-9229,The Johns Hopkins Hospital,cardiology,2021-10-28,1,77.0,105.0,9.0,1120.0,0.0
HOSP-9229,The Johns Hopkins Hospital,hepatology or gastroenterology,2021-03-28,1,33.0,15.0,29.0,1290.0,1.0
HOSP-9229,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,28.0,105.0,1.0,490.0,1.0
HOSP-9229,The Johns Hopkins Hospital,rheumatology,2022-01-21,1,0.0,75.0,25.0,930.0,0.0
HOSP-9230,The Johns Hopkins Hospital,cardiology or internal medicine,2021-06-14,1,90.0,15.0,23.0,770.0,1.0
HOSP-9231,The Johns Hopkins Hospital,nephrology,,1,41.0,75.0,1.0,150.0,0.0
HOSP-9232,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,22.0,75.0,5.0,1110.0,0.0
HOSP-9233,The Johns Hopkins Hospital,rheumatology,2023-05-18,1,49.0,90.0,5.0,1520.0,0.0
HOSP-9235,The Johns Hopkins Hospital,rheumatology,2023-11-22,1,53.0,75.0,6.0,820.0,0.0
HOSP-9237,The Johns Hopkins Hospital,endocrinology,2020-10-24,1,57.0,120.0,8.0,490.0,0.0
HOSP-9237,The Johns Hopkins Hospital,neurology,2023-11-16,1,52.0,75.0,19.0,350.0,0.0
HOSP-9238,The Johns Hopkins Hospital,cardiology or internal medicine,2023-08-26,1,41.0,90.0,24.0,1400.0,0.0
HOSP-9238,The Johns Hopkins Hospital,neurology,,1,24.0,15.0,10.0,810.0,0.0
HOSP-9239,The Johns Hopkins Hospital,cardiology or internal medicine,2024-03-16,1,6.0,15.0,27.0,1580.0,0.0
HOSP-9239,The Johns Hopkins Hospital,gastroenterology,2024-01-23,1,71.0,60.0,13.0,960.0,1.0
HOSP-9239,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-07-22,1,20.0,90.0,2.0,700.0,0.0
HOSP-9241,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,64.0,60.0,26.0,1500.0,0.0
HOSP-9243,The Johns Hopkins Hospital,oncology,,1,9.0,60.0,18.0,630.0,0.0
HOSP-9246,The Johns Hopkins Hospital,endocrinology,,1,34.0,120.0,23.0,1570.0,0.0
HOSP-9246,The Johns Hopkins Hospital,rheumatology,2021-09-20,1,29.0,30.0,12.0,490.0,0.0
HOSP-9249,The Johns Hopkins Hospital,endocrinology,2024-01-15,1,89.0,15.0,25.0,180.0,0.0
HOSP-9250,The Johns Hopkins Hospital,allergy and immunology,2021-08-14,1,13.0,90.0,7.0,1020.0,1.0
HOSP-9250,The Johns Hopkins Hospital,pulmonology or infectious disease,2023-10-14,1,78.0,60.0,17.0,400.0,0.0
HOSP-9250,The Johns Hopkins Hospital,urology or nephrology,2022-12-13,1,26.0,45.0,18.0,1560.0,0.0
HOSP-9251,The Johns Hopkins Hospital,hepatology,2024-03-31,1,29.0,15.0,21.0,220.0,0.0
HOSP-9252,The Johns Hopkins Hospital,neurology,,1,72.0,120.0,3.0,310.0,0.0
HOSP-9253,The Johns Hopkins Hospital,urology or nephrology,2022-10-19,1,22.0,90.0,7.0,380.0,0.0
HOSP-9254,The Johns Hopkins Hospital,hepatology,2021-05-23,1,61.0,105.0,9.0,960.0,1.0
HOSP-9255,The Johns Hopkins Hospital,infectious disease,,1,27.0,15.0,5.0,1520.0,0.0
HOSP-9256,The Johns Hopkins Hospital,neurology,2022-04-21,1,48.0,120.0,28.0,660.0,1.0
HOSP-9257,The Johns Hopkins Hospital,gastroenterology,2024-03-27,1,37.0,45.0,26.0,1300.0,1.0
HOSP-9259,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-03-25,1,56.0,45.0,14.0,390.0,0.0
HOSP-9262,The Johns Hopkins Hospital,cardiology,,1,64.0,75.0,3.0,590.0,1.0
HOSP-9263,The Johns Hopkins Hospital,cardiology or internal medicine,,1,34.0,120.0,18.0,210.0,0.0
HOSP-9263,The Johns Hopkins Hospital,rheumatology,2020-10-13,1,55.0,105.0,20.0,360.0,0.0
HOSP-9263,The Johns Hopkins Hospital,rheumatology,2023-12-19,1,31.0,120.0,13.0,580.0,1.0
HOSP-9264,The Johns Hopkins Hospital,dermatology,,1,48.0,45.0,16.0,1040.0,1.0
HOSP-9264,The Johns Hopkins Hospital,neurology,2020-10-14,1,70.0,90.0,30.0,540.0,1.0
HOSP-9266,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-06-23,1,39.0,90.0,1.0,790.0,0.0
HOSP-9266,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,55.0,15.0,12.0,1170.0,0.0
HOSP-9267,The Johns Hopkins Hospital,allergy and immunology,2024-01-25,1,70.0,30.0,22.0,870.0,1.0
HOSP-9268,The Johns Hopkins Hospital,neurology,,1,41.0,15.0,18.0,1280.0,1.0
HOSP-9269,The Johns Hopkins Hospital,hepatology,2022-09-27,1,19.0,30.0,8.0,1090.0,0.0
HOSP-9270,The Johns Hopkins Hospital,cardiology or internal medicine,,1,7.0,45.0,22.0,740.0,1.0
HOSP-9270,The Johns Hopkins Hospital,endocrinology,2024-06-23,1,23.0,45.0,4.0,1130.0,0.0
HOSP-9270,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-03-23,1,77.0,15.0,7.0,200.0,1.0
HOSP-9270,The Johns Hopkins Hospital,neurology,,1,88.0,90.0,9.0,430.0,0.0
HOSP-9271,The Johns Hopkins Hospital,endocrinology,,1,28.0,15.0,22.0,1080.0,0.0
HOSP-9271,The Johns Hopkins Hospital,gastroenterology,2021-01-17,1,60.0,45.0,26.0,1140.0,1.0
HOSP-9272,The Johns Hopkins Hospital,nephrology,2021-02-24,1,10.0,60.0,1.0,1170.0,1.0
HOSP-9273,The Johns Hopkins Hospital,neurology,,1,26.0,45.0,14.0,390.0,1.0
HOSP-9273,The Johns Hopkins Hospital,rheumatology,2022-05-25,1,37.0,90.0,10.0,130.0,0.0
HOSP-9274,The Johns Hopkins Hospital,rheumatology,,1,49.0,90.0,12.0,1410.0,1.0
HOSP-9277,The Johns Hopkins Hospital,pulmonology or infectious disease,2022-11-30,1,0.0,105.0,25.0,1430.0,0.0
HOSP-9278,The Johns Hopkins Hospital,neurology,2021-08-27,1,44.0,45.0,9.0,110.0,0.0
HOSP-9279,The Johns Hopkins Hospital,allergy and immunology,,1,85.0,60.0,26.0,1430.0,0.0
HOSP-9279,The Johns Hopkins Hospital,cardiology,2022-06-26,1,6.0,75.0,9.0,1530.0,0.0
HOSP-9279,The Johns Hopkins Hospital,rheumatology,2022-02-18,1,27.0,90.0,5.0,1130.0,0.0
HOSP-9280,The Johns Hopkins Hospital,cardiology,,1,63.0,15.0,5.0,350.0,1.0
HOSP-9280,The Johns Hopkins Hospital,urology or nephrology,,1,4.0,45.0,19.0,350.0,1.0
HOSP-9282,The Johns Hopkins Hospital,dermatology,2021-07-24,1,74.0,45.0,22.0,1230.0,0.0
HOSP-9282,The Johns Hopkins Hospital,neurology,,1,53.0,30.0,9.0,440.0,1.0
HOSP-9283,The Johns Hopkins Hospital,endocrinology,,1,49.0,90.0,18.0,1230.0,1.0
HOSP-9284,The Johns Hopkins Hospital,endocrinology,2021-09-18,1,47.0,30.0,18.0,950.0,1.0
HOSP-9284,The Johns Hopkins Hospital,neurology,,1,28.0,105.0,22.0,830.0,1.0
HOSP-9286,The Johns Hopkins Hospital,gastroenterology,,2,63.5,60.0,17.5,895.0,1.0
HOSP-9286,The Johns Hopkins Hospital,infectious disease,2022-04-26,1,95.0,90.0,10.0,890.0,1.0
HOSP-9286,The Johns Hopkins Hospital,neurology,2023-11-16,1,92.0,45.0,13.0,140.0,0.0
HOSP-9287,The Johns Hopkins Hospital,allergy and immunology,2023-02-22,1,31.0,60.0,1.0,1300.0,0.0
HOSP-9287,The Johns Hopkins Hospital,gastroenterology,2021-10-30,1,78.0,45.0,17.0,350.0,0.0
HOSP-9288,The Johns Hopkins Hospital,allergy and immunology,2023-10-31,1,36.0,30.0,21.0,1120.0,1.0
HOSP-9288,The Johns Hopkins Hospital,gastroenterology,2022-04-30,1,78.0,90.0,17.0,990.0,0.0
HOSP-9290,The Johns Hopkins Hospital,rheumatology,2021-01-14,1,40.0,15.0,23.0,810.0,0.0
HOSP-9291,The Johns Hopkins Hospital,cardiology or internal medicine,2021-10-23,1,17.0,90.0,16.0,940.0,0.0
HOSP-9292,The Johns Hopkins Hospital,nephrology,2024-02-25,1,37.0,120.0,4.0,1420.0,0.0
HOSP-9292,The Johns Hopkins Hospital,neurology,2020-11-27,1,5.0,60.0,1.0,140.0,1.0
HOSP-9292,The Johns Hopkins Hospital,psychiatry,2022-10-27,1,61.0,15.0,8.0,1310.0,0.0
HOSP-9292,The Johns Hopkins Hospital,rheumatology,,1,86.0,15.0,6.0,320.0,0.0
HOSP-9293,The Johns Hopkins Hospital,psychiatry,2023-07-24,1,13.0,45.0,12.0,530.0,0.0
HOSP-9294,The Johns Hopkins Hospital,neurology,2023-02-13,1,91.0,30.0,13.0,1140.0,0.0
HOSP-9295,The Johns Hopkins Hospital,gastroenterology,,1,75.0,90.0,19.0,1350.0,0.0
HOSP-9295,The Johns Hopkins Hospital,neurology,,1,2.0,90.0,22.0,1420.0,0.0
HOSP-9295,The Johns Hopkins Hospital,pulmonology or infectious disease,2021-07-23,1,94.0,120.0,17.0,570.0,0.0
HOSP-9297,The Johns Hopkins Hospital,endocrinology,2022-10-21,1,13.0,60.0,9.0,290.0,0.0
HOSP-9297,The Johns Hopkins Hospital,neurology,2024-01-14,1,81.0,105.0,4.0,850.0,0.0
HOSP-9298,The Johns Hopkins Hospital,neurology,2023-10-25,1,55.0,120.0,21.0,290.0,0.0
HOSP-9299,The Johns Hopkins Hospital,endocrinology,2023-03-27,1,17.0,120.0,23.0,460.0,1.0
HOSP-9300,The Johns Hopkins Hospital,gastroenterology,,1,52.0,30.0,26.0,660.0,0.0
HOSP-9300,The Johns Hopkins Hospital,infectious disease,,1,21.0,75.0,12.0,190.0,0.0
HOSP-9300,The Johns Hopkins Hospital,neurology,2021-06-15,1,47.0,45.0,18.0,240.0,0.0
HOSP-9301,The Johns Hopkins Hospital,nephrology,2020-08-28,1,29.0,120.0,19.0,990.0,1.0
HOSP-9301,The Johns Hopkins Hospital,urology or nephrology,,1,53.0,15.0,13.0,980.0,1.0
HOSP-9302,The Johns Hopkins Hospital,rheumatology,,1,63.0,90.0,16.0,370.0,1.0
HOSP-9303,The Johns Hopkins Hospital,hepatology,2021-04-14,1,9.0,15.0,10.0,1160.0,1.0
HOSP-9303,The Johns Hopkins Hospital,infectious disease,2023-05-17,1,86.0,60.0,23.0,1350.0,0.0
HOSP-9304,The Johns Hopkins Hospital,dermatology,,1,66.0,90.0,12.0,1480.0,0.0
HOSP-9305,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-01-20,1,15.0,15.0,9.0,1080.0,0.0
HOSP-9305,The Johns Hopkins Hospital,pulmonology or infectious disease,2024-06-14,1,10.0,45.0,9.0,130.0,1.0
HOSP-9306,The Johns Hopkins Hospital,neurology,,1,88.0,90.0,14.0,440.0,0.0
HOSP-9308,The Johns Hopkins Hospital,allergy and immunology,,1,84.0,60.0,12.0,940.0,0.0
HOSP-9308,The Johns Hopkins Hospital,neurology,2024-06-28,1,47.0,75.0,2.0,680.0,0.0
HOSP-9309,The Johns Hopkins Hospital,psychiatry,,1,43.0,30.0,24.0,570.0,0.0
HOSP-9310,The Johns Hopkins Hospital,hepatology or gastroenterology,2021-05-27,1,90.0,30.0,18.0,410.0,1.0
HOSP-9310,The Johns Hopkins Hospital,neurology,2022-01-13,1,74.0,15.0,2.0,420.0,0.0
HOSP-9310,The Johns Hopkins Hospital,oncology,2023-05-21,1,15.0,105.0,25.0,140.0,0.0
HOSP-9310,The Johns Hopkins Hospital,pulmonology or infectious disease,2024-04-17,1,91.0,60.0,25.0,970.0,1.0
HOSP-9312,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-04-30,1,39.0,60.0,25.0,1120.0,1.0
HOSP-9312,The Johns Hopkins Hospital,neurology,2022-04-21,1,17.0,30.0,11.0,630.0,0.0
HOSP-9313,The Johns Hopkins Hospital,allergy and immunology,2022-09-19,1,15.0,45.0,13.0,860.0,1.0
HOSP-9315,The Johns Hopkins Hospital,hepatology or gastroenterology,2023-10-21,1,35.0,45.0,17.0,560.0,0.0
HOSP-9315,The Johns Hopkins Hospital,neurology,2024-07-18,1,15.0,60.0,12.0,1070.0,1.0
HOSP-9317,The Johns Hopkins Hospital,neurology,,1,13.0,60.0,21.0,1140.0,1.0
HOSP-9318,The Johns Hopkins Hospital,endocrinology,,1,69.0,15.0,19.0,630.0,1.0
HOSP-9318,The Johns Hopkins Hospital,gastroenterology,2021-12-14,1,91.0,15.0,27.0,1140.0,1.0
HOSP-9318,The Johns Hopkins Hospital,nephrology,2021-11-14,1,41.0,90.0,21.0,1070.0,0.0
HOSP-9318,The Johns Hopkins Hospital,oncology,,1,84.0,75.0,22.0,340.0,0.0
HOSP-9319,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,66.0,105.0,28.0,570.0,0.0
HOSP-9321,The Johns Hopkins Hospital,endocrinology,2021-06-20,1,19.0,105.0,6.0,200.0,1.0
HOSP-9321,The Johns Hopkins Hospital,rheumatology,,1,49.0,45.0,8.0,670.0,0.0
HOSP-9322,The Johns Hopkins Hospital,neurology,,1,8.0,75.0,24.0,360.0,0.0
HOSP-9323,The Johns Hopkins Hospital,gastroenterology,2023-09-28,1,22.0,15.0,19.0,620.0,0.0
HOSP-9323,The Johns Hopkins Hospital,gastroenterology,,1,35.0,60.0,24.0,1010.0,1.0
HOSP-9324,The Johns Hopkins Hospital,hepatology,,1,9.0,90.0,6.0,800.0,0.0
HOSP-9325,The Johns Hopkins Hospital,cardiology or internal medicine,2023-04-16,1,2.0,90.0,27.0,670.0,1.0
HOSP-9325,The Johns Hopkins Hospital,hepatology or gastroenterology,2022-11-24,1,33.0,15.0,25.0,1200.0,1.0
HOSP-9325,The Johns Hopkins Hospital,infectious disease,2020-09-25,1,69.0,90.0,28.0,1020.0,0.0
HOSP-9325,The Johns Hopkins Hospital,psychiatry,,1,80.0,15.0,11.0,1490.0,1.0
HOSP-9326,The Johns Hopkins Hospital,allergy and immunology,2023-09-29,1,20.0,45.0,6.0,1390.0,0.0
HOSP-9327,The Johns Hopkins Hospital,cardiology or internal medicine,2022-05-27,1,60.0,105.0,25.0,280.0,0.0
HOSP-9327,The Johns Hopkins Hospital,rheumatology,,1,93.0,30.0,2.0,1150.0,0.0
HOSP-9329,The Johns Hopkins Hospital,gastroenterology,,1,41.0,120.0,4.0,990.0,0.0
HOSP-9332,The Johns Hopkins Hospital,gastroenterology,,1,61.0,90.0,23.0,1110.0,0.0
HOSP-9332,The Johns Hopkins Hospital,rheumatology,2021-06-26,1,40.0,60.0,26.0,1150.0,1.0
HOSP-9333,The Johns Hopkins Hospital,pulmonology,,1,85.0,45.0,24.0,1000.0,1.0
HOSP-9334,The Johns Hopkins Hospital,neurology,,1,14.0,60.0,12.0,700.0,1.0
HOSP-9337,The Johns Hopkins Hospital,cardiology or internal medicine,2024-01-28,1,74.0,120.0,26.0,940.0,1.0
HOSP-9339,The Johns Hopkins Hospital,hepatology or gastroenterology,2021-12-31,1,51.0,105.0,5.0,1080.0,0.0
HOSP-9340,The Johns Hopkins Hospital,neurology,,1,9.0,30.0,3.0,700.0,1.0
HOSP-9342,The Johns Hopkins Hospital,cardiology,2021-11-21,1,55.0,30.0,5.0,310.0,0.0
HOSP-9342,The Johns Hopkins Hospital,infectious disease,2023-08-15,1,7.0,45.0,26.0,530.0,1.0
HOSP-9343,The Johns Hopkins Hospital,gastroenterology,2024-02-19,1,12.0,90.0,6.0,1030.0,0.0
HOSP-9343,The Johns Hopkins Hospital,hepatology or gastroenterology,2022-12-21,1,50.0,15.0,16.0,1540.0,1.0
HOSP-9343,The Johns Hopkins Hospital,neurology,,1,58.0,105.0,29.0,540.0,0.0
HOSP-9343,The Johns Hopkins Hospital,rheumatology,2021-07-28,1,54.0,30.0,25.0,1250.0,1.0
HOSP-9346,The Johns Hopkins Hospital,psychiatry,2022-10-29,1,21.0,45.0,11.0,120.0,0.0
HOSP-9348,The Johns Hopkins Hospital,cardiology or internal medicine,2020-12-26,1,55.0,90.0,17.0,1440.0,0.0
HOSP-9348,The Johns Hopkins Hospital,psychiatry,,1,53.0,15.0,12.0,510.0,0.0
HOSP-9349,The Johns Hopkins Hospital,rheumatology,2023-03-19,1,8.0,30.0,2.0,1300.0,1.0
HOSP-9350,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,36.0,30.0,25.0,310.0,0.0
HOSP-9352,The Johns Hopkins Hospital,allergy and immunology,,1,29.0,60.0,7.0,1460.0,0.0
HOSP-9352,The Johns Hopkins Hospital,infectious disease,2023-07-20,1,68.0,60.0,1.0,1540.0,1.0
HOSP-9352,The Johns Hopkins Hospital,oncology,2023-04-23,1,71.0,15.0,24.0,290.0,0.0
HOSP-9352,The Johns Hopkins Hospital,psychiatry,2021-10-19,1,91.0,90.0,15.0,920.0,0.0
HOSP-9354,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,72.0,75.0,29.0,1600.0,0.0
HOSP-9355,The Johns Hopkins Hospital,allergy and immunology,2021-02-21,1,55.0,45.0,19.0,630.0,0.0
HOSP-9356,The Johns Hopkins Hospital,cardiology,2023-08-14,1,11.0,105.0,15.0,120.0,0.0
HOSP-9358,The Johns Hopkins Hospital,neurology,2020-11-19,1,80.0,105.0,24.0,130.0,1.0
HOSP-9359,The Johns Hopkins Hospital,dermatology,,1,72.0,60.0,14.0,920.0,0.0
HOSP-9359,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-09-17,1,77.0,15.0,21.0,270.0,1.0
HOSP-9359,The Johns Hopkins Hospital,psychiatry,2022-06-16,1,12.0,105.0,15.0,1520.0,0.0
HOSP-9360,The Johns Hopkins Hospital,psychiatry,2020-12-29,1,3.0,105.0,24.0,360.0,0.0
HOSP-9361,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-08-22,1,48.0,30.0,14.0,250.0,0.0
HOSP-9362,The Johns Hopkins Hospital,dermatology,2023-09-21,1,49.0,45.0,30.0,340.0,0.0
HOSP-9362,The Johns Hopkins Hospital,dermatology,,1,31.0,30.0,20.0,570.0,1.0
HOSP-9362,The Johns Hopkins Hospital,psychiatry,2021-09-14,1,81.0,15.0,12.0,200.0,0.0
HOSP-9363,The Johns Hopkins Hospital,psychiatry,,1,35.0,75.0,6.0,1300.0,1.0
HOSP-9363,The Johns Hopkins Hospital,pulmonology or infectious disease,2024-03-23,1,91.0,60.0,30.0,1020.0,1.0
HOSP-9363,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,50.0,105.0,29.0,1200.0,1.0
HOSP-9363,The Johns Hopkins Hospital,rheumatology,2024-06-19,1,57.0,30.0,16.0,670.0,0.0
HOSP-9364,The Johns Hopkins Hospital,cardiology,2022-11-17,1,77.0,30.0,30.0,380.0,0.0
HOSP-9366,The Johns Hopkins Hospital,endocrinology,2021-05-21,1,5.0,120.0,25.0,540.0,0.0
HOSP-9366,The Johns Hopkins Hospital,pulmonology,2023-06-20,1,54.0,120.0,29.0,400.0,0.0
HOSP-9368,The Johns Hopkins Hospital,infectious disease,2021-09-18,1,5.0,75.0,10.0,1440.0,0.0
HOSP-9368,The Johns Hopkins Hospital,infectious disease,2023-12-24,1,75.0,30.0,20.0,720.0,1.0
HOSP-9369,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2021-03-16,1,82.0,120.0,3.0,450.0,1.0
HOSP-9370,The Johns Hopkins Hospital,gastroenterology,,1,42.0,30.0,3.0,930.0,0.0
HOSP-9371,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-08-20,1,63.0,45.0,22.0,750.0,1.0
HOSP-9371,The Johns Hopkins Hospital,rheumatology,2023-08-16,1,47.0,120.0,10.0,1200.0,0.0
