date,hospital_id,hospital_name,department_id,department_name,department_type,total_beds,occupied_beds_count,bed_occupancy_rate_pct,patients_admitted_count,patients_discharged_count,readmission_count,readmission_rate_pct,mortality_count,mortality_rate_pct,avg_length_of_stay_days,avg_treatment_time_hours,transfer_events_count,nurses_on_duty,doctors_on_duty,staff_to_patient_ratio,equipment_downtime_hours,avg_satisfaction_score,department_efficiency_score
2026-04-08,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,13,43.33,3,2,0,0.0,0,0.0,6.5,14.39,6,8,4,4.0,1.9,4.4,65.75
2026-04-15,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,19,63.33,7,4,1,14.29,0,0.0,5.29,20.41,6,4,2,0.857,4.26,4.22,68.23
2026-04-22,H001,CityCare General Hospital,D02,General Medicine,Medical,50,28,56.0,8,9,1,12.5,0,0.0,9.39,28.45,6,9,4,1.625,1.16,4.28,63.81
2026-04-29,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,13,65.0,3,3,0,0.0,1,33.33,5.99,29.41,5,6,3,3.0,3.17,4.19,72.2
2026-05-06,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,21,60.0,6,3,0,0.0,0,0.0,4.13,25.12,6,8,4,2.0,2.62,4.25,74.58
2026-05-13,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,28,80.0,7,10,1,14.29,0,0.0,7.69,15.49,1,10,4,2.0,1.62,3.93,74.09
2026-05-20,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,27,67.5,7,1,1,14.29,0,0.0,4.84,6.41,4,7,3,1.429,4.46,3.81,70.16
2026-05-27,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,22,73.33,5,4,0,0.0,0,0.0,3.3,4.45,5,8,3,2.2,0.0,3.99,84.89
2026-06-03,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,22,73.33,6,4,0,0.0,0,0.0,3.83,4.76,3,9,2,1.833,0.0,3.8,83.96
2026-06-10,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,37,74.0,10,10,1,10.0,0,0.0,7.65,26.31,4,13,6,1.9,3.44,4.21,70.01
2026-06-17,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,16,80.0,6,5,1,16.67,0,0.0,2.63,5.16,6,4,2,1.0,2.88,4.83,80.46
2026-06-24,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,25,71.43,11,11,2,18.18,0,0.0,8.09,25.68,7,6,4,0.909,4.0,3.68,65.81
2026-01-02,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,29,82.86,6,8,0,0.0,0,0.0,7.97,11.24,2,7,3,1.667,1.18,4.19,78.17
2026-01-09,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,22,55.0,7,5,0,0.0,0,0.0,4.36,23.49,3,10,3,1.857,2.55,4.26,72.54
2026-01-16,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,16,53.33,10,10,2,20.0,0,0.0,5.02,7.73,4,6,2,0.8,2.63,3.96,66.67
2026-01-23,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,17,56.67,4,2,1,25.0,0,0.0,4.75,6.46,4,4,2,1.5,3.6,4.11,65.76
2026-01-30,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,37,74.0,8,12,0,0.0,0,0.0,7.06,18.87,6,8,6,1.75,1.22,3.89,76.59
2026-02-06,H001,CityCare General Hospital,D05,ICU,Critical Care,20,12,60.0,6,9,1,16.67,2,22.22,5.06,32.16,7,4,3,1.167,3.06,3.7,68.92
2026-02-13,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,21,60.0,11,9,0,0.0,0,0.0,8.56,12.74,6,9,2,1.0,2.09,4.6,67.68
2026-02-20,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,31,88.57,6,6,0,0.0,1,16.67,6.39,19.51,4,10,4,2.333,3.94,4.04,78.51
2026-02-27,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,31,77.5,10,10,0,0.0,0,0.0,3.38,29.58,6,8,3,1.1,1.06,4.55,84.51
2026-03-06,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,22,73.33,4,5,0,0.0,1,20.0,3.29,8.95,4,8,2,2.5,1.65,4.1,82.27
2026-03-13,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,17,56.67,10,5,0,0.0,0,0.0,1.81,7.79,6,5,2,0.7,3.35,3.68,76.31
2026-03-20,H001,CityCare General Hospital,D02,General Medicine,Medical,50,30,60.0,10,13,0,0.0,0,0.0,6.62,5.05,6,10,4,1.4,2.95,3.42,69.69
2026-03-27,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,13,65.0,5,5,0,0.0,0,0.0,9.51,47.87,8,2,3,1.0,3.8,3.36,65.03
2026-04-03,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,25,71.43,7,5,1,14.29,1,20.0,2.67,10.99,2,5,2,1.0,4.84,4.19,74.73
2026-04-10,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,32,91.43,10,11,2,20.0,0,0.0,5.72,5.04,10,7,3,1.0,1.13,4.52,81.18
2026-04-17,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,28,70.0,9,9,0,0.0,0,0.0,7.72,15.2,6,10,5,1.667,3.51,4.2,70.37
2026-04-24,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,20,66.67,3,3,2,66.67,0,0.0,5.94,17.33,3,9,3,4.0,0.11,4.04,64.43
2026-05-01,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,19,63.33,5,3,0,0.0,0,0.0,4.27,24.77,3,6,4,2.0,1.03,3.86,78.04
2026-05-08,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,37,74.0,11,12,2,18.18,0,0.0,6.57,8.98,2,12,6,1.636,2.43,4.89,71.88
2026-05-15,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,12,60.0,5,4,1,20.0,0,0.0,1.59,31.5,6,5,3,1.6,0.0,3.71,79.22
2026-05-22,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,30,85.71,10,11,1,10.0,0,0.0,4.76,11.74,6,9,4,1.3,1.68,4.53,81.98
2026-05-29,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,24,68.57,5,5,0,0.0,0,0.0,6.49,8.16,4,10,2,2.4,3.63,3.69,71.83
2026-06-05,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,31,77.5,6,4,0,0.0,0,0.0,2.17,25.84,5,11,5,2.667,1.54,4.2,85.86
2026-06-12,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,14,46.67,7,6,0,0.0,0,0.0,7.61,22.27,1,7,3,1.429,1.1,3.74,66.26
2026-06-19,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,17,56.67,4,6,0,0.0,0,0.0,4.71,28.11,5,6,4,2.5,2.04,4.49,73.33
2026-06-26,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,40,80.0,9,5,2,22.22,0,0.0,2.56,7.25,5,12,4,1.778,3.97,3.35,77.72
2026-01-04,H001,CityCare General Hospital,D05,ICU,Critical Care,20,11,55.0,4,3,0,0.0,0,0.0,6.27,23.7,5,4,1,1.25,2.17,3.97,69.81
2026-01-11,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,28,80.0,7,3,0,0.0,0,0.0,7.44,4.8,3,5,3,1.143,2.79,4.18,75.52
2026-01-18,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,24,68.57,7,5,0,0.0,0,0.0,7.84,12.72,4,6,3,1.286,4.53,3.78,68.03
2026-01-25,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,16,40.0,6,8,0,0.0,0,0.0,4.92,29.47,6,8,4,2.0,1.41,3.54,68.13
2026-02-01,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,18,60.0,7,7,0,0.0,0,0.0,4.49,20.29,1,8,2,1.429,0.0,3.74,78.14
2026-02-08,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,18,60.0,4,2,0,0.0,0,0.0,7.93,11.65,10,8,3,2.75,1.65,3.92,69.48
2026-02-15,H001,CityCare General Hospital,D02,General Medicine,Medical,50,37,74.0,8,5,0,0.0,0,0.0,8.57,11.0,10,8,5,1.625,0.0,4.21,75.9
2026-02-22,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,9,45.0,3,4,0,0.0,1,25.0,11.17,24.86,1,3,2,1.667,0.17,4.31,60.93
2026-03-01,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,25,71.43,11,11,0,0.0,1,9.09,5.42,17.67,6,5,2,0.636,1.77,4.19,77.68
2026-03-08,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,16,45.71,8,8,0,0.0,0,0.0,2.96,16.17,4,9,2,1.375,2.75,3.97,71.42
2026-03-15,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,31,77.5,6,5,1,16.67,0,0.0,6.69,29.79,9,7,4,1.833,0.62,4.3,76.09
