resource_utilization_id,hospital_id,hospital_name,resource_type,date,department_id,department_name,ward_id,ward_name,shift,total_units_available,units_in_use,utilization_rate_pct,doctor_count,nurse_count,technician_count,pharmacist_count,admin_count,drug_id,drug_name,drug_category,reorder_level_threshold,shortage_flag,manufacturer_name,reliability_rating
10155,1,HMIS Hospital,Bed,2023-08-31,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10156,1,HMIS Hospital,Bed,2023-09-01,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10157,1,HMIS Hospital,Bed,2023-09-02,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10158,1,HMIS Hospital,Bed,2023-09-03,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10159,1,HMIS Hospital,Bed,2023-09-04,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10160,1,HMIS Hospital,Bed,2023-09-05,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10161,1,HMIS Hospital,Bed,2023-09-06,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10162,1,HMIS Hospital,Bed,2023-09-07,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10163,1,HMIS Hospital,Bed,2023-09-08,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10164,1,HMIS Hospital,Bed,2023-09-09,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10165,1,HMIS Hospital,Bed,2023-09-10,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10166,1,HMIS Hospital,Bed,2023-09-11,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10167,1,HMIS Hospital,Bed,2023-09-12,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10168,1,HMIS Hospital,Bed,2023-09-13,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10169,1,HMIS Hospital,Bed,2023-09-14,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10170,1,HMIS Hospital,Bed,2023-09-15,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10171,1,HMIS Hospital,Bed,2023-09-16,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10172,1,HMIS Hospital,Bed,2023-09-17,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10173,1,HMIS Hospital,Bed,2023-09-18,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10174,1,HMIS Hospital,Bed,2023-09-19,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10175,1,HMIS Hospital,Bed,2023-09-20,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10176,1,HMIS Hospital,Bed,2023-09-21,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10177,1,HMIS Hospital,Bed,2023-09-22,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10178,1,HMIS Hospital,Bed,2023-09-23,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10179,1,HMIS Hospital,Bed,2023-09-24,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10180,1,HMIS Hospital,Bed,2023-09-25,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10181,1,HMIS Hospital,Bed,2023-09-26,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10182,1,HMIS Hospital,Bed,2023-09-27,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10183,1,HMIS Hospital,Bed,2023-09-28,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10184,1,HMIS Hospital,Bed,2023-09-29,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10185,1,HMIS Hospital,Bed,2023-09-30,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10186,1,HMIS Hospital,Bed,2023-10-01,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10187,1,HMIS Hospital,Bed,2023-10-02,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10188,1,HMIS Hospital,Bed,2023-10-03,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10189,1,HMIS Hospital,Bed,2023-10-04,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10190,1,HMIS Hospital,Bed,2023-10-05,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10191,1,HMIS Hospital,Bed,2023-10-06,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10192,1,HMIS Hospital,Bed,2023-10-07,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10193,1,HMIS Hospital,Bed,2023-10-08,5,Orthopedics,,,,50,19,38.0,,,,,,,,,,,,
10194,1,HMIS Hospital,Bed,2023-10-09,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10195,1,HMIS Hospital,Bed,2023-10-10,5,Orthopedics,,,,50,19,38.0,,,,,,,,,,,,
10196,1,HMIS Hospital,Bed,2023-10-11,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10197,1,HMIS Hospital,Bed,2023-10-12,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10198,1,HMIS Hospital,Bed,2023-10-13,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10199,1,HMIS Hospital,Bed,2023-10-14,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10200,1,HMIS Hospital,Bed,2023-10-15,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10201,1,HMIS Hospital,Bed,2023-10-16,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10202,1,HMIS Hospital,Bed,2023-10-17,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10203,1,HMIS Hospital,Bed,2023-10-18,5,Orthopedics,,,,50,7,14.0,,,,,,,,,,,,
10204,1,HMIS Hospital,Bed,2023-10-19,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10205,1,HMIS Hospital,Bed,2023-10-20,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10206,1,HMIS Hospital,Bed,2023-10-21,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10207,1,HMIS Hospital,Bed,2023-10-22,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10208,1,HMIS Hospital,Bed,2023-10-23,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10209,1,HMIS Hospital,Bed,2023-10-24,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10210,1,HMIS Hospital,Bed,2023-10-25,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10211,1,HMIS Hospital,Bed,2023-10-26,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10212,1,HMIS Hospital,Bed,2023-10-27,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10213,1,HMIS Hospital,Bed,2023-10-28,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10214,1,HMIS Hospital,Bed,2023-10-29,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10215,1,HMIS Hospital,Bed,2023-10-30,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10216,1,HMIS Hospital,Bed,2023-10-31,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10217,1,HMIS Hospital,Bed,2023-11-01,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10218,1,HMIS Hospital,Bed,2023-11-02,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10219,1,HMIS Hospital,Bed,2023-11-03,5,Orthopedics,,,,50,7,14.0,,,,,,,,,,,,
10220,1,HMIS Hospital,Bed,2023-11-04,5,Orthopedics,,,,50,5,10.0,,,,,,,,,,,,
10221,1,HMIS Hospital,Bed,2023-11-05,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10222,1,HMIS Hospital,Bed,2023-11-06,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10223,1,HMIS Hospital,Bed,2023-11-07,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10224,1,HMIS Hospital,Bed,2023-11-08,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10225,1,HMIS Hospital,Bed,2023-11-09,5,Orthopedics,,,,50,7,14.0,,,,,,,,,,,,
10226,1,HMIS Hospital,Bed,2023-11-10,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10227,1,HMIS Hospital,Bed,2023-11-11,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10228,1,HMIS Hospital,Bed,2023-11-12,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10229,1,HMIS Hospital,Bed,2023-11-13,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10230,1,HMIS Hospital,Bed,2023-11-14,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10231,1,HMIS Hospital,Bed,2023-11-15,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10232,1,HMIS Hospital,Bed,2023-11-16,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10233,1,HMIS Hospital,Bed,2023-11-17,5,Orthopedics,,,,50,21,42.0,,,,,,,,,,,,
10234,1,HMIS Hospital,Bed,2023-11-18,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10235,1,HMIS Hospital,Bed,2023-11-19,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10236,1,HMIS Hospital,Bed,2023-11-20,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10237,1,HMIS Hospital,Bed,2023-11-21,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10238,1,HMIS Hospital,Bed,2023-11-22,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10239,1,HMIS Hospital,Bed,2023-11-23,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10240,1,HMIS Hospital,Bed,2023-11-24,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10241,1,HMIS Hospital,Bed,2023-11-25,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10242,1,HMIS Hospital,Bed,2023-11-26,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10243,1,HMIS Hospital,Bed,2023-11-27,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10244,1,HMIS Hospital,Bed,2023-11-28,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10245,1,HMIS Hospital,Bed,2023-11-29,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10246,1,HMIS Hospital,Bed,2023-11-30,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10247,1,HMIS Hospital,Bed,2023-12-01,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10248,1,HMIS Hospital,Bed,2023-12-02,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10249,1,HMIS Hospital,Bed,2023-12-03,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10250,1,HMIS Hospital,Bed,2023-12-04,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10251,1,HMIS Hospital,Bed,2023-12-05,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10252,1,HMIS Hospital,Bed,2023-12-06,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10253,1,HMIS Hospital,Bed,2023-12-07,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10254,1,HMIS Hospital,Bed,2023-12-08,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10255,1,HMIS Hospital,Bed,2023-12-09,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10256,1,HMIS Hospital,Bed,2023-12-10,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10257,1,HMIS Hospital,Bed,2023-12-11,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10258,1,HMIS Hospital,Bed,2023-12-12,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10259,1,HMIS Hospital,Bed,2023-12-13,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10260,1,HMIS Hospital,Bed,2023-12-14,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10261,1,HMIS Hospital,Bed,2023-12-15,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10262,1,HMIS Hospital,Bed,2023-12-16,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10263,1,HMIS Hospital,Bed,2023-12-17,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10264,1,HMIS Hospital,Bed,2023-12-18,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10265,1,HMIS Hospital,Bed,2023-12-19,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10266,1,HMIS Hospital,Bed,2023-12-20,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10267,1,HMIS Hospital,Bed,2023-12-21,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10268,1,HMIS Hospital,Bed,2023-12-22,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10269,1,HMIS Hospital,Bed,2023-12-23,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10270,1,HMIS Hospital,Bed,2023-12-24,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10271,1,HMIS Hospital,Bed,2023-12-25,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10272,1,HMIS Hospital,Bed,2023-12-26,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10273,1,HMIS Hospital,Bed,2023-12-27,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10274,1,HMIS Hospital,Bed,2023-12-28,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10275,1,HMIS Hospital,Bed,2023-12-29,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10276,1,HMIS Hospital,Bed,2023-12-30,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10277,1,HMIS Hospital,Bed,2023-12-31,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10278,1,HMIS Hospital,Bed,2024-01-01,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10279,1,HMIS Hospital,Bed,2024-01-02,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10280,1,HMIS Hospital,Bed,2024-01-03,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10281,1,HMIS Hospital,Bed,2024-01-04,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10282,1,HMIS Hospital,Bed,2024-01-05,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10283,1,HMIS Hospital,Bed,2024-01-06,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10284,1,HMIS Hospital,Bed,2024-01-07,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10285,1,HMIS Hospital,Bed,2024-01-08,5,Orthopedics,,,,50,21,42.0,,,,,,,,,,,,
10286,1,HMIS Hospital,Bed,2024-01-09,5,Orthopedics,,,,50,19,38.0,,,,,,,,,,,,
10287,1,HMIS Hospital,Bed,2024-01-10,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10288,1,HMIS Hospital,Bed,2024-01-11,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10289,1,HMIS Hospital,Bed,2024-01-12,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10290,1,HMIS Hospital,Bed,2024-01-13,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10291,1,HMIS Hospital,Bed,2024-01-14,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10292,1,HMIS Hospital,Bed,2024-01-15,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10293,1,HMIS Hospital,Bed,2024-01-16,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10294,1,HMIS Hospital,Bed,2024-01-17,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10295,1,HMIS Hospital,Bed,2024-01-18,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10296,1,HMIS Hospital,Bed,2024-01-19,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10297,1,HMIS Hospital,Bed,2024-01-20,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10298,1,HMIS Hospital,Bed,2024-01-21,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10299,1,HMIS Hospital,Bed,2024-01-22,5,Orthopedics,,,,50,20,40.0,,,,,,,,,,,,
10300,1,HMIS Hospital,Bed,2024-01-23,5,Orthopedics,,,,50,20,40.0,,,,,,,,,,,,
10301,1,HMIS Hospital,Bed,2024-01-24,5,Orthopedics,,,,50,19,38.0,,,,,,,,,,,,
10302,1,HMIS Hospital,Bed,2024-01-25,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10303,1,HMIS Hospital,Bed,2024-01-26,5,Orthopedics,,,,50,20,40.0,,,,,,,,,,,,
10304,1,HMIS Hospital,Bed,2024-01-27,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10305,1,HMIS Hospital,Bed,2024-01-28,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10306,1,HMIS Hospital,Bed,2024-01-29,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10307,1,HMIS Hospital,Bed,2024-01-30,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10308,1,HMIS Hospital,Bed,2024-01-31,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10309,1,HMIS Hospital,Bed,2024-02-01,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10310,1,HMIS Hospital,Bed,2024-02-02,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10311,1,HMIS Hospital,Bed,2024-02-03,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10312,1,HMIS Hospital,Bed,2024-02-04,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10313,1,HMIS Hospital,Bed,2024-02-05,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10314,1,HMIS Hospital,Bed,2024-02-06,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10315,1,HMIS Hospital,Bed,2024-02-07,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10316,1,HMIS Hospital,Bed,2024-02-08,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10317,1,HMIS Hospital,Bed,2024-02-09,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10318,1,HMIS Hospital,Bed,2024-02-10,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10319,1,HMIS Hospital,Bed,2024-02-11,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10320,1,HMIS Hospital,Bed,2024-02-12,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10321,1,HMIS Hospital,Bed,2024-02-13,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10322,1,HMIS Hospital,Bed,2024-02-14,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10323,1,HMIS Hospital,Bed,2024-02-15,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10324,1,HMIS Hospital,Bed,2024-02-16,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10325,1,HMIS Hospital,Bed,2024-02-17,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10326,1,HMIS Hospital,Bed,2024-02-18,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10327,1,HMIS Hospital,Bed,2024-02-19,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10328,1,HMIS Hospital,Bed,2024-02-20,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10329,1,HMIS Hospital,Bed,2024-02-21,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10330,1,HMIS Hospital,Bed,2024-02-22,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10331,1,HMIS Hospital,Bed,2024-02-23,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10332,1,HMIS Hospital,Bed,2024-02-24,5,Orthopedics,,,,50,4,8.0,,,,,,,,,,,,
10333,1,HMIS Hospital,Bed,2024-02-25,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10334,1,HMIS Hospital,Bed,2024-02-26,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10335,1,HMIS Hospital,Bed,2024-02-27,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10336,1,HMIS Hospital,Bed,2024-02-28,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10337,1,HMIS Hospital,Bed,2024-02-29,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10338,1,HMIS Hospital,Bed,2024-03-01,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10339,1,HMIS Hospital,Bed,2024-03-02,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10340,1,HMIS Hospital,Bed,2024-03-03,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10341,1,HMIS Hospital,Bed,2024-03-04,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10342,1,HMIS Hospital,Bed,2024-03-05,5,Orthopedics,,,,50,7,14.0,,,,,,,,,,,,
10343,1,HMIS Hospital,Bed,2024-03-06,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10344,1,HMIS Hospital,Bed,2024-03-07,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10345,1,HMIS Hospital,Bed,2024-03-08,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10346,1,HMIS Hospital,Bed,2024-03-09,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10347,1,HMIS Hospital,Bed,2024-03-10,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10348,1,HMIS Hospital,Bed,2024-03-11,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10349,1,HMIS Hospital,Bed,2024-03-12,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10350,1,HMIS Hospital,Bed,2024-03-13,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10351,1,HMIS Hospital,Bed,2024-03-14,5,Orthopedics,,,,50,24,48.0,,,,,,,,,,,,
10352,1,HMIS Hospital,Bed,2024-03-15,5,Orthopedics,,,,50,24,48.0,,,,,,,,,,,,
10353,1,HMIS Hospital,Bed,2024-03-16,5,Orthopedics,,,,50,21,42.0,,,,,,,,,,,,
10354,1,HMIS Hospital,Bed,2024-03-17,5,Orthopedics,,,,50,20,40.0,,,,,,,,,,,,
10355,1,HMIS Hospital,Bed,2024-03-18,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10356,1,HMIS Hospital,Bed,2024-03-19,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10357,1,HMIS Hospital,Bed,2024-03-20,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10358,1,HMIS Hospital,Bed,2024-03-21,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10359,1,HMIS Hospital,Bed,2024-03-22,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10360,1,HMIS Hospital,Bed,2024-03-23,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10361,1,HMIS Hospital,Bed,2024-03-24,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10362,1,HMIS Hospital,Bed,2024-03-25,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10363,1,HMIS Hospital,Bed,2024-03-26,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10364,1,HMIS Hospital,Bed,2024-03-27,5,Orthopedics,,,,50,18,36.0,,,,,,,,,,,,
10365,1,HMIS Hospital,Bed,2024-03-28,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10366,1,HMIS Hospital,Bed,2024-03-29,5,Orthopedics,,,,50,17,34.0,,,,,,,,,,,,
10367,1,HMIS Hospital,Bed,2024-03-30,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10368,1,HMIS Hospital,Bed,2024-03-31,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10369,1,HMIS Hospital,Bed,2024-04-01,5,Orthopedics,,,,50,15,30.0,,,,,,,,,,,,
10370,1,HMIS Hospital,Bed,2024-04-02,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10371,1,HMIS Hospital,Bed,2024-04-03,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10372,1,HMIS Hospital,Bed,2024-04-04,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10373,1,HMIS Hospital,Bed,2024-04-05,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10374,1,HMIS Hospital,Bed,2024-04-06,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10375,1,HMIS Hospital,Bed,2024-04-07,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10376,1,HMIS Hospital,Bed,2024-04-08,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10377,1,HMIS Hospital,Bed,2024-04-09,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10378,1,HMIS Hospital,Bed,2024-04-10,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10379,1,HMIS Hospital,Bed,2024-04-11,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10380,1,HMIS Hospital,Bed,2024-04-12,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10381,1,HMIS Hospital,Bed,2024-04-13,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10382,1,HMIS Hospital,Bed,2024-04-14,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10383,1,HMIS Hospital,Bed,2024-04-15,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10384,1,HMIS Hospital,Bed,2024-04-16,5,Orthopedics,,,,50,8,16.0,,,,,,,,,,,,
10385,1,HMIS Hospital,Bed,2024-04-17,5,Orthopedics,,,,50,14,28.0,,,,,,,,,,,,
10386,1,HMIS Hospital,Bed,2024-04-18,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10387,1,HMIS Hospital,Bed,2024-04-19,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10388,1,HMIS Hospital,Bed,2024-04-20,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10389,1,HMIS Hospital,Bed,2024-04-21,5,Orthopedics,,,,50,16,32.0,,,,,,,,,,,,
10390,1,HMIS Hospital,Bed,2024-04-22,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10391,1,HMIS Hospital,Bed,2024-04-23,5,Orthopedics,,,,50,13,26.0,,,,,,,,,,,,
10392,1,HMIS Hospital,Bed,2024-04-24,5,Orthopedics,,,,50,10,20.0,,,,,,,,,,,,
10393,1,HMIS Hospital,Bed,2024-04-25,5,Orthopedics,,,,50,12,24.0,,,,,,,,,,,,
10394,1,HMIS Hospital,Bed,2024-04-26,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
10395,1,HMIS Hospital,Bed,2024-04-27,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10396,1,HMIS Hospital,Bed,2024-04-28,5,Orthopedics,,,,50,9,18.0,,,,,,,,,,,,
10397,1,HMIS Hospital,Bed,2024-04-29,5,Orthopedics,,,,50,11,22.0,,,,,,,,,,,,
